id,league,year,year_id,Batting Average,On-Base Percentage,Slugging Percentage,Statistic,Statistic Value,TB,Team,Total At Bats,Total Caught Stealings,Total Doubles,Total Games,Total Hits,Total Home Runs,Total Runs,Total Runs Batted In,Total Stolen Bases,Total Strikeouts,Total Triples,Total Walks
344,American League,1930,5,,,,Home Runs,152,,New York,,,,,,,,,,,,
345,American League,1930,6,,,,On Base Percentage,.384,,New York,,,,,,,,,,,,
346,American League,1930,7,,,,Runs,"1,062",,New York,,,,,,,,,,,,
347,American League,1930,8,,,,Slugging Average,.488,,New York,,,,,,,,,,,,
348,American League,1931,1,,,,Base on Balls,748,,New York,,,,,,,,,,,,
349,American League,1931,2,,,,Batting Average,.297,,New York,,,,,,,,,,,,
350,American League,1931,3,,,,Doubles,321,,Cleveland,,,,,,,,,,,,
351,American League,1931,4,,,,Hits,"1,667",,New York,,,,,,,,,,,,
352,American League,1931,5,,,,Home Runs,155,,New York,,,,,,,,,,,,
353,American League,1931,6,,,,On Base Percentage,.383,,New York,,,,,,,,,,,,
354,American League,1931,7,,,,Runs,"1,067",,New York,,,,,,,,,,,,
355,American League,1931,8,,,,Slugging Average,.457,,New York,,,,,,,,,,,,
356,American League,1932,1,,,,Base on Balls,766,,New York,,,,,,,,,,,,
357,American League,1932,2,,,,Batting Average,.290,,Philadelphia,,,,,,,,,,,,
358,American League,1932,3,,,,Doubles,310,,Cleveland,,,,,,,,,,,,
359,American League,1932,4,,,,Hits,"1,606",,Philadelphia,,,,,,,,,,,,
360,American League,1932,5,,,,Home Runs,172,,Philadelphia,,,,,,,,,,,,
361,American League,1932,6,,,,On Base Percentage,.376,,New York,,,,,,,,,,,,
362,American League,1932,7,,,,Runs,"1,002",,New York,,,,,,,,,,,,
363,American League,1932,8,,,,Slugging Average,.457,,Philadelphia,,,,,,,,,,,,
364,American League,1932,9,,,,Stolen Bases,103,,Detroit,,,,,,,,,,,,
365,American League,1932,10,,,,Triples,100,,Washington,,,,,,,,,,,,
366,American League,1933,1,,,,Base on Balls,700,,New York,,,,,,,,,,,,
367,American League,1933,2,,,,Batting Average,.287,,Washington,,,,,,,,,,,,
368,American League,1933,3,,,,Doubles,297,,Philadelphia,,,,,,,,,,,,
369,American League,1933,4,,,,Hits,"1,586",,Washington,,,,,,,,,,,,
370,American League,1933,5,,,,Home Runs,144,,New York,,,,,,,,,,,,
371,American League,1933,6,,,,On Base Percentage,.369,,New York,,,,,,,,,,,,
372,American League,1933,7,,,,Runs,927,,New York,,,,,,,,,,,,
373,American League,1933,8,,,,Slugging Average,.440,,New York,,,,,,,,,,,,
374,American League,1933,9,,,,Slugging Average,.440,,Philadelphia,,,,,,,,,,,,
375,American League,1934,1,,,,Base on Balls,700,,New York,,,,,,,,,,,,
376,American League,1934,2,,,,Batting Average,.300,,Detroit,,,,,,,,,,,,
377,American League,1934,3,,,,Doubles,349,,Detroit,,,,,,,,,,,,
378,American League,1934,4,,,,Hits,"1,644",,Detroit,,,,,,,,,,,,
379,American League,1934,5,,,,Home Runs,144,,Philadelphia,,,,,,,,,,,,
380,American League,1934,6,,,,On Base Percentage,.376,,Detroit,,,,,,,,,,,,
381,American League,1934,7,,,,Runs,958,,Detroit,,,,,,,,,,,,
382,American League,1934,8,,,,Slugging Average,.425,,Philadelphia,,,,,,,,,,,,
383,American League,1935,1,,,,Base on Balls,627,,Detroit,,,,,,,,,,,,
384,American League,1935,2,,,,Batting Average,.290,,Detroit,,,,,,,,,,,,
385,American League,1935,3,,,,Doubles,324,,Cleveland,,,,,,,,,,,,
386,American League,1935,4,,,,Hits,"1,591",,Washington,,,,,,,,,,,,
387,American League,1935,5,,,,Home Runs,112,,Philadelphia,,,,,,,,,,,,
388,American League,1935,6,,,,On Base Percentage,.366,,Detroit,,,,,,,,,,,,
389,American League,1935,7,,,,Runs,919,,Detroit,,,,,,,,,,,,
390,American League,1935,8,,,,Slugging Average,.435,,Detroit,,,,,,,,,,,,
391,American League,1936,1,,,,Base on Balls,700,,New York,,,,,,,,,,,,
392,American League,1936,2,,,,Batting Average,.304,,Cleveland,,,,,,,,,,,,
393,American League,1936,3,,,,Doubles,357,,Cleveland,,,,,,,,,,,,
394,American League,1936,4,,,,Hits,"1,715",,Cleveland,,,,,,,,,,,,
395,American League,1936,5,,,,Home Runs,182,,New York,,,,,,,,,,,,
396,American League,1936,6,,,,On Base Percentage,.381,,New York,,,,,,,,,,,,
397,American League,1936,7,,,,Runs,"1,065",,New York,,,,,,,,,,,,
398,American League,1936,8,,,,Slugging Average,.483,,New York,,,,,,,,,,,,
399,American League,1936,9,,,,Stolen Bases,104,,Washington,,,,,,,,,,,,
400,American League,1936,10,,,,Triples,84,,Washington,,,,,,,,,,,,
401,American League,1937,1,,,,Base on Balls,709,,New York,,,,,,,,,,,,
402,American League,1937,2,,,,Batting Average,.292,,Detroit,,,,,,,,,,,,
403,American League,1937,3,,,,Doubles,327,,St. Louis,,,,,,,,,,,,
404,American League,1937,4,,,,Hits,"1,611",,Detroit,,,,,,,,,,,,
405,American League,1937,5,,,,Home Runs,174,,New York,,,,,,,,,,,,
406,American League,1937,6,,,,On Base Percentage,.370,,Detroit,,,,,,,,,,,,
407,American League,1937,7,,,,Runs,979,,New York,,,,,,,,,,,,
408,American League,1937,8,,,,Slugging Average,.456,,New York,,,,,,,,,,,,
409,American League,1938,1,,,,Base on Balls,749,,New York,,,,,,,,,,,,
410,American League,1938,2,,,,Batting Average,.299,,Boston,,,,,,,,,,,,
411,American League,1938,3,,,,Doubles,300,,Cleveland,,,,,,,,,,,,
412,American League,1938,4,,,,Hits,"1,602",,Washington,,,,,,,,,,,,
413,American League,1938,5,,,,Home Runs,174,,New York,,,,,,,,,,,,
414,American League,1938,6,,,,On Base Percentage,.378,,Boston,,,,,,,,,,,,
415,American League,1938,7,,,,Runs,966,,New York,,,,,,,,,,,,
416,American League,1938,8,,,,Slugging Average,.446,,New York,,,,,,,,,,,,
417,American League,1938,9,,,,Stolen Bases,91,,New York,,,,,,,,,,,,
418,American League,1939,1,,,,Base on Balls,701,,New York,,,,,,,,,,,,
419,American League,1939,2,,,,Batting Average,.291,,Boston,,,,,,,,,,,,
420,American League,1939,3,,,,Doubles,291,,Cleveland,,,,,,,,,,,,
421,American League,1939,4,,,,Hits,"1,543",,Boston,,,,,,,,,,,,
422,American League,1939,5,,,,Home Runs,166,,New York,,,,,,,,,,,,
423,American League,1939,6,,,,On Base Percentage,.374,,New York,,,,,,,,,,,,
424,American League,1939,7,,,,Runs,967,,New York,,,,,,,,,,,,
425,American League,1939,8,,,,Slugging Average,.451,,New York,,,,,,,,,,,,
426,American League,1939,9,,,,Stolen Bases,113,,Chicago,,,,,,,,,,,,
427,American League,1940,1,,,,Base on Balls,664,,Detroit,,,,,,,,,,,,
428,American League,1940,2,,,,Batting Average,.286,,Detroit,,,,,,,,,,,,
429,American League,1940,3,,,,Doubles,312,,Detroit,,,,,,,,,,,,
430,American League,1940,4,,,,Hits,"1,566",,Boston,,,,,,,,,,,,
431,American League,1940,5,,,,Home Runs,155,,New York,,,,,,,,,,,,
432,American League,1940,6,,,,On Base Percentage,.366,,Detroit,,,,,,,,,,,,
433,American League,1940,7,,,,Runs,888,,Detroit,,,,,,,,,,,,
434,American League,1940,8,,,,Slugging Average,.449,,Boston,,,,,,,,,,,,
435,American League,1941,1,,,,Base on Balls,775,,St. Louis,,,,,,,,,,,,
436,American League,1941,2,,,,Batting Average,.283,,Boston,,,,,,,,,,,,
437,American League,1941,3,,,,Doubles,304,,Boston,,,,,,,,,,,,
438,American League,1941,4,,,,Hits,"1,517",,Boston,,,,,,,,,,,,
439,American League,1941,5,,,,Home Runs,151,,New York,,,,,,,,,,,,
440,American League,1941,6,,,,On Base Percentage,.366,,Boston,,,,,,,,,,,,
441,American League,1941,7,,,,Runs,865,,Boston,,,,,,,,,,,,
442,American League,1941,8,,,,Slugging Average,.430,,Boston,,,,,,,,,,,,
443,American League,1941,9,,,,Stolen Bases,91,,Chicago,,,,,,,,,,,,
444,American League,1942,1,,,,Base on Balls,609,,St. Louis,,,,,,,,,,,,
445,American League,1942,2,,,,Batting Average,.276,,Boston,,,,,,,,,,,,
446,American League,1942,3,,,,Doubles,244,,Boston,,,,,,,,,,,,
447,American League,1942,4,,,,Hits,"1,451",,Boston,,,,,,,,,,,,
448,American League,1942,5,,,,Home Runs,108,,New York,,,,,,,,,,,,
449,American League,1942,6,,,,On Base Percentage,.352,,Boston,,,,,,,,,,,,
450,American League,1942,7,,,,Runs,801,,New York,,,,,,,,,,,,
451,American League,1942,8,,,,Slugging Average,.403,,Boston,,,,,,,,,,,,
452,American League,1942,9,,,,Stolen Bases,114,,Chicago,,,,,,,,,,,,
453,American League,1943,1,,,,Base on Balls,624,,New York,,,,,,,,,,,,
454,American League,1943,2,,,,Batting Average,.261,,Detroit,,,,,,,,,,,,
455,American League,1943,3,,,,Doubles,246,,Cleveland,,,,,,,,,,,,
456,American League,1943,4,,,,Hits,"1,401",,Detroit,,,,,,,,,,,,
457,American League,1943,5,,,,Home Runs,100,,New York,,,,,,,,,,,,
458,American League,1943,6,,,,On Base Percentage,.337,,New York,,,,,,,,,,,,
459,American League,1943,7,,,,Runs,669,,New York,,,,,,,,,,,,
460,American League,1943,8,,,,Slugging Average,.376,,New York,,,,,,,,,,,,
461,American League,1944,1,,,,Base on Balls,532,,Detroit,,,,,,,,,,,,
462,American League,1944,2,,,,Batting Average,.270,,Boston,,,,,,,,,,,,
463,American League,1944,3,,,,Doubles,277,,Boston,,,,,,,,,,,,
464,American League,1944,4,,,,Hits,"1,458",,Cleveland,,,,,,,,,,,,
465,American League,1944,5,,,,Home Runs,96,,New York,,,,,,,,,,,,
466,American League,1944,6,,,,On Base Percentage,.336,,Boston,,,,,,,,,,,,
467,American League,1944,7,,,,Runs,739,,Boston,,,,,,,,,,,,
468,American League,1944,8,,,,Slugging Average,.387,,New York,,,,,,,,,,,,
469,American League,1944,9,,,,Stolen Bases,127,,Washington,,,,,,,,,,,,
470,American League,1944,10,,,,Triples,74,,New York,,,,,,,,,,,,
471,American League,1945,1,,,,Base on Balls,618,,New York,,,,,,,,,,,,
472,American League,1945,2,,,,Batting Average,.262,,Chicago,,,,,,,,,,,,
473,American League,1945,3,,,,Doubles,227,,Detroit,,,,,,,,,,,,
474,American League,1945,4,,,,Hits,"1,393",,Boston,,,,,,,,,,,,
475,American League,1945,5,,,,Home Runs,93,,New York,,,,,,,,,,,,
476,American League,1945,6,,,,On Base Percentage,.343,,New York,,,,,,,,,,,,
477,American League,1945,7,,,,Runs,676,,New York,,,,,,,,,,,,
478,American League,1945,8,,,,Slugging Average,.373,,New York,,,,,,,,,,,,
479,American League,1945,9,,,,Stolen Bases,110,,Washington,,,,,,,,,,,,
480,American League,1946,1,,,,Base on Balls,687,,Boston,,,,,,,,,,,,
481,American League,1946,2,,,,Batting Average,.271,,Boston,,,,,,,,,,,,
482,American League,1946,3,,,,Doubles,268,,Boston,,,,,,,,,,,,
483,American League,1946,4,,,,Hits,"1,441",,Boston,,,,,,,,,,,,
484,American League,1946,5,,,,Home Runs,136,,New York,,,,,,,,,,,,
485,American League,1946,6,,,,On Base Percentage,.356,,Boston,,,,,,,,,,,,
486,American League,1946,7,,,,Runs,792,,Boston,,,,,,,,,,,,
487,American League,1946,8,,,,Slugging Average,.402,,Boston,,,,,,,,,,,,
488,American League,1947,1,,,,Base on Balls,762,,Detroit,,,,,,,,,,,,
489,American League,1947,2,,,,Batting Average,.271,,New York,,,,,,,,,,,,
490,American League,1947,3,,,,Doubles,234,,Cleveland,,,,,,,,,,,,
491,American League,1947,4,,,,Doubles,234,,Detroit,,,,,,,,,,,,
492,American League,1947,5,,,,Hits,"1,439",,New York,,,,,,,,,,,,
493,American League,1947,6,,,,Home Runs,115,,New York,,,,,,,,,,,,
494,American League,1947,7,,,,On Base Percentage,.353,,Detroit,,,,,,,,,,,,
495,American League,1947,8,,,,Runs,794,,New York,,,,,,,,,,,,
496,American League,1947,9,,,,Slugging Average,.407,,New York,,,,,,,,,,,,
497,American League,1948,1,,,,Base on Balls,823,,Boston,,,,,,,,,,,,
498,American League,1948,2,,,,Batting Average,.282,,Cleveland,,,,,,,,,,,,
499,American League,1948,3,,,,Doubles,277,,Boston,,,,,,,,,,,,
500,American League,1948,4,,,,Hits,"1,534",,Cleveland,,,,,,,,,,,,
501,American League,1948,5,,,,Home Runs,155,,Cleveland,,,,,,,,,,,,
502,American League,1948,6,,,,On Base Percentage,.374,,Boston,,,,,,,,,,,,
503,American League,1948,7,,,,Runs,907,,Boston,,,,,,,,,,,,
504,American League,1948,8,,,,Slugging Average,.432,,New York,,,,,,,,,,,,
505,American League,1948,9,,,,Stolen Bases,76,,Washington,,,,,,,,,,,,
506,American League,1949,1,,,,Base on Balls,835,,Boston,,,,,,,,,,,,
507,American League,1949,2,,,,Batting Average,.282,,Boston,,,,,,,,,,,,
508,American League,1949,3,,,,Doubles,272,,Boston,,,,,,,,,,,,
509,American League,1949,4,,,,Hits,"1,500",,Boston,,,,,,,,,,,,
510,American League,1949,5,,,,Home Runs,131,,Boston,,,,,,,,,,,,
511,American League,1949,6,,,,On Base Percentage,.381,,Boston,,,,,,,,,,,,
512,American League,1949,7,,,,Runs,896,,Boston,,,,,,,,,,,,
513,American League,1949,8,,,,Slugging Average,.420,,Boston,,,,,,,,,,,,
514,American League,1950,1,,,,Base on Balls,722,,Detroit,,,,,,,,,,,,
515,American League,1950,2,,,,Batting Average,.302,,Boston,,,,,,,,,,,,
516,American League,1950,3,,,,Doubles,287,,Boston,,,,,,,,,,,,
517,American League,1950,4,,,,Hits,"1,665",,Boston,,,,,,,,,,,,
518,American League,1950,5,,,,Home Runs,164,,Cleveland,,,,,,,,,,,,
519,American League,1950,6,,,,On Base Percentage,.385,,Boston,,,,,,,,,,,,
520,American League,1950,7,,,,Runs,"1,027",,Boston,,,,,,,,,,,,
521,American League,1950,8,,,,Slugging Average,.464,,Boston,,,,,,,,,,,,
522,American League,1950,9,,,,Stolen Bases,42,,Philadelphia,,,,,,,,,,,,
523,American League,1951,1,,,,Base on Balls,756,,Boston,,,,,,,,,,,,
524,American League,1951,2,,,,Batting Average,.270,,Chicago,,,,,,,,,,,,
525,American League,1951,3,,,,Doubles,262,,Philadelphia,,,,,,,,,,,,
526,American League,1951,4,,,,Hits,"1,453",,Chicago,,,,,,,,,,,,
527,American League,1951,5,,,,Home Runs,140,,Cleveland,,,,,,,,,,,,
528,American League,1951,6,,,,Home Runs,140,,New York,,,,,,,,,,,,
529,American League,1951,7,,,,On Base Percentage,.358,,Boston,,,,,,,,,,,,
530,American League,1951,8,,,,Runs,804,,Boston,,,,,,,,,,,,
531,American League,1951,9,,,,Slugging Average,.408,,New York,,,,,,,,,,,,
532,American League,1952,1,,,,Base on Balls,683,,Philadelphia,,,,,,,,,,,,
533,American League,1952,2,,,,Batting Average,.267,,New York,,,,,,,,,,,,
534,American League,1952,3,,,,Doubles,233,,Boston,,,,,,,,,,,,
535,American League,1952,4,,,,Hits,"1,411",,New York,,,,,,,,,,,,
536,American League,1952,5,,,,Home Runs,148,,Cleveland,,,,,,,,,,,,
537,American League,1952,6,,,,On Base Percentage,.343,,Philadelphia,,,,,,,,,,,,
538,American League,1952,7,,,,Runs,763,,Cleveland,,,,,,,,,,,,
539,American League,1952,8,,,,Slugging Average,.404,,Cleveland,,,,,,,,,,,,
540,American League,1953,1,,,,Base on Balls,656,,New York,,,,,,,,,,,,
541,American League,1953,2,,,,Batting Average,.273,,New York,,,,,,,,,,,,
542,American League,1953,3,,,,Doubles,259,,Detroit,,,,,,,,,,,,
543,American League,1953,4,,,,Hits,"1,479",,Detroit,,,,,,,,,,,,
544,American League,1953,5,,,,Home Runs,160,,Cleveland,,,,,,,,,,,,
545,American League,1953,6,,,,On Base Percentage,.359,,New York,,,,,,,,,,,,
546,American League,1953,7,,,,Runs,801,,New York,,,,,,,,,,,,
547,American League,1953,8,,,,Slugging Average,.417,,New York,,,,,,,,,,,,
548,American League,1953,9,,,,Stolen Bases,73,,Chicago,,,,,,,,,,,,
549,American League,1954,1,,,,Base on Balls,654,,Boston,,,,,,,,,,,,
550,American League,1954,2,,,,Batting Average,.268,,New York,,,,,,,,,,,,
551,American League,1954,3,,,,Doubles,244,,Boston,,,,,,,,,,,,
552,American League,1954,4,,,,Hits,"1,436",,Boston,,,,,,,,,,,,
553,American League,1954,5,,,,Home Runs,156,,Cleveland,,,,,,,,,,,,
554,American League,1954,6,,,,On Base Percentage,.351,,New York,,,,,,,,,,,,
555,American League,1954,7,,,,Runs,805,,New York,,,,,,,,,,,,
556,American League,1954,8,,,,Slugging Average,.408,,New York,,,,,,,,,,,,
557,American League,1955,1,,,,Base on Balls,723,,Cleveland,,,,,,,,,,,,
558,American League,1955,2,,,,Batting Average,.268,,Chicago,,,,,,,,,,,,
559,American League,1955,3,,,,Doubles,241,,Boston,,,,,,,,,,,,
560,American League,1955,4,,,,Hits,"1,407",,Detroit,,,,,,,,,,,,
561,American League,1955,5,,,,Home Runs,175,,New York,,,,,,,,,,,,
562,American League,1955,6,,,,On Base Percentage,.354,,Boston,,,,,,,,,,,,
563,American League,1955,7,,,,Runs,775,,Detroit,,,,,,,,,,,,
564,American League,1955,8,,,,Slugging Average,.418,,New York,,,,,,,,,,,,
565,American League,1956,1,,,,Base on Balls,727,,Boston,,,,,,,,,,,,
566,American League,1956,2,,,,Batting Average,.279,,Detroit,,,,,,,,,,,,
567,American League,1956,3,,,,Doubles,261,,Boston,,,,,,,,,,,,
568,American League,1956,4,,,,Hits,"1,494",,Detroit,,,,,,,,,,,,
569,American League,1956,5,,,,Home Runs,190,,New York,,,,,,,,,,,,
570,American League,1956,6,,,,On Base Percentage,.365,,Boston,,,,,,,,,,,,
571,American League,1956,7,,,,Runs,857,,New York,,,,,,,,,,,,
572,American League,1956,8,,,,Slugging Average,.434,,New York,,,,,,,,,,,,
573,American League,1957,1,,,,Base on Balls,633,,Chicago,,,,,,,,,,,,
574,American League,1957,2,,,,Batting Average,.268,,New York,,,,,,,,,,,,
575,American League,1957,3,,,,Doubles,231,,Boston,,,,,,,,,,,,
576,American League,1957,4,,,,Hits,"1,412",,New York,,,,,,,,,,,,
577,American League,1957,5,,,,Home Runs,166,,Kansas City,,,,,,,,,,,,
578,American League,1957,6,,,,On Base Percentage,.347,,Chicago,,,,,,,,,,,,
579,American League,1957,7,,,,Runs,723,,New York,,,,,,,,,,,,
580,American League,1957,8,,,,Slugging Average,.409,,New York,,,,,,,,,,,,
581,American League,1958,1,,,,Base on Balls,638,,Boston,,,,,,,,,,,,
582,American League,1958,2,,,,Batting Average,.268,,New York,,,,,,,,,,,,
583,American League,1958,3,,,,Doubles,229,,Boston,,,,,,,,,,,,
584,American League,1958,4,,,,Doubles,229,,Detroit,,,,,,,,,,,,
585,American League,1958,5,,,,Hits,"1,418",,New York,,,,,,,,,,,,
586,American League,1958,6,,,,Home Runs,164,,New York,,,,,,,,,,,,
587,American League,1958,7,,,,On Base Percentage,.340,,Boston,,,,,,,,,,,,
588,American League,1958,8,,,,Runs,759,,New York,,,,,,,,,,,,
589,American League,1958,9,,,,Slugging Average,.416,,New York,,,,,,,,,,,,
590,American League,1959,1,,,,Base on Balls,626,,Boston,,,,,,,,,,,,
591,American League,1959,2,,,,Batting Average,.263,,Kansas City,,,,,,,,,,,,
592,American League,1959,3,,,,Doubles,248,,Boston,,,,,,,,,,,,
593,American League,1959,4,,,,Hits,"1,397",,New York,,,,,,,,,,,,
594,American League,1959,5,,,,Home Runs,167,,Cleveland,,,,,,,,,,,,
595,American League,1959,6,,,,On Base Percentage,.338,,Detroit,,,,,,,,,,,,
596,American League,1959,7,,,,Runs,745,,Cleveland,,,,,,,,,,,,
597,American League,1959,8,,,,Slugging Average,.408,,Cleveland,,,,,,,,,,,,
598,American League,1960,1,,,,Base on Balls,636,,Detroit,,,,,,,,,,,,
599,American League,1960,2,,,,Batting Average,.270,,Chicago,,,,,,,,,,,,
600,American League,1960,3,,,,Doubles,242,,Chicago,,,,,,,,,,,,
601,American League,1960,4,,,,Hits,"1,415",,Cleveland,,,,,,,,,,,,
602,American League,1960,5,,,,Home Runs,193,,New York,,,,,,,,,,,,
603,American League,1960,6,,,,On Base Percentage,.348,,Chicago,,,,,,,,,,,,
604,American League,1960,7,,,,Runs,746,,New York,,,,,,,,,,,,
605,American League,1960,8,,,,Slugging Average,.426,,New York,,,,,,,,,,,,
606,American League,1961,1,,,,Base on Balls,681,,Los Angeles,,,,,,,,,,,,
607,American League,1961,2,,,,Batting Average,.266,,Detroit,,,,,,,,,,,,
608,American League,1961,3,,,,Doubles,257,,Cleveland,,,,,,,,,,,,
609,American League,1961,4,,,,Hits,"1,493",,Cleveland,,,,,,,,,,,,
610,American League,1961,5,,,,Home Runs,240,,New York,,,,,,,,,,,,
611,American League,1961,6,,,,On Base Percentage,.349,,Detroit,,,,,,,,,,,,
612,American League,1961,7,,,,Runs,841,,Detroit,,,,,,,,,,,,
613,American League,1961,8,,,,Slugging Average,.442,,New York,,,,,,,,,,,,
614,American League,1961,9,,,,Stolen Bases,100,,Chicago,,,,,,,,,,,,
615,American League,1962,1,,,,Base on Balls,651,,Detroit,,,,,,,,,,,,
616,American League,1962,2,,,,Batting Average,.267,,New York,,,,,,,,,,,,
617,American League,1962,3,,,,Doubles,257,,Boston,,,,,,,,,,,,
618,American League,1962,4,,,,Hits,"1,509",,New York,,,,,,,,,,,,
619,American League,1962,5,,,,Home Runs,209,,Detroit,,,,,,,,,,,,
620,American League,1962,6,,,,On Base Percentage,.340,,Minnesota,,,,,,,,,,,,
621,American League,1962,7,,,,Runs,817,,New York,,,,,,,,,,,,
622,American League,1962,8,,,,Slugging Average,.426,,New York,,,,,,,,,,,,
623,American League,1963,1,,,,Base on Balls,592,,Detroit,,,,,,,,,,,,
624,American League,1963,2,,,,Batting Average,.255,,Minnesota,,,,,,,,,,,,
625,American League,1963,3,,,,Doubles,247,,Boston,,,,,,,,,,,,
626,American League,1963,4,,,,Hits,"1,408",,Minnesota,,,,,,,,,,,,
627,American League,1963,5,,,,Home Runs,225,,Minnesota,,,,,,,,,,,,
628,American League,1963,6,,,,On Base Percentage,.329,,Detroit,,,,,,,,,,,,
629,American League,1963,7,,,,Runs,767,,Minnesota,,,,,,,,,,,,
630,American League,1963,8,,,,Slugging Average,.430,,Minnesota,,,,,,,,,,,,
631,American League,1964,1,,,,Base on Balls,562,,Chicago,,,,,,,,,,,,
632,American League,1964,2,,,,Batting Average,.258,,Boston,,,,,,,,,,,,
633,American League,1964,3,,,,Doubles,253,,Boston,,,,,,,,,,,,
634,American League,1964,4,,,,Hits,"1,442",,New York,,,,,,,,,,,,
635,American League,1964,5,,,,Home Runs,221,,Minnesota,,,,,,,,,,,,
636,American League,1964,6,,,,On Base Percentage,.324,,Minnesota,,,,,,,,,,,,
637,American League,1964,7,,,,Runs,737,,Minnesota,,,,,,,,,,,,
638,American League,1964,8,,,,Slugging Average,.427,,Minnesota,,,,,,,,,,,,
639,American League,1965,1,,,,Base on Balls,607,,Boston,,,,,,,,,,,,
640,American League,1965,2,,,,Batting Average,.254,,Minnesota,,,,,,,,,,,,
641,American League,1965,3,,,,Doubles,257,,Minnesota,,,,,,,,,,,,
642,American League,1965,4,,,,Hits,"1,396",,Minnesota,,,,,,,,,,,,
643,American League,1965,5,,,,Home Runs,165,,Boston,,,,,,,,,,,,
644,American League,1965,6,,,,On Base Percentage,.329,,Boston,,,,,,,,,,,,
645,American League,1965,7,,,,Runs,774,,Minnesota,,,,,,,,,,,,
646,American League,1965,8,,,,Slugging Average,.400,,Boston,,,,,,,,,,,,
647,American League,1965,9,,,,Stolen Bases,110,,Kansas City,,,,,,,,,,,,
648,American League,1966,1,,,,Base on Balls,551,,Detroit,,,,,,,,,,,,
649,American League,1966,2,,,,Batting Average,.258,,Baltimore,,,,,,,,,,,,
650,American League,1966,3,,,,Doubles,243,,Baltimore,,,,,,,,,,,,
651,American League,1966,4,,,,Hits,"1,426",,Baltimore,,,,,,,,,,,,
652,American League,1966,5,,,,Home Runs,179,,Detroit,,,,,,,,,,,,
653,American League,1966,6,,,,On Base Percentage,.325,,Baltimore,,,,,,,,,,,,
654,American League,1966,7,,,,Runs,755,,Baltimore,,,,,,,,,,,,
655,American League,1966,8,,,,Slugging Average,.409,,Baltimore,,,,,,,,,,,,
656,American League,1966,9,,,,Stolen Bases,153,,Chicago,,,,,,,,,,,,
657,American League,1966,10,,,,Triples,56,,Kansas City,,,,,,,,,,,,
658,American League,1967,1,,,,Base on Balls,626,,Detroit,,,,,,,,,,,,
659,American League,1967,2,,,,Batting Average,.255,,Boston,,,,,,,,,,,,
660,American League,1967,3,,,,Doubles,216,,Boston,,,,,,,,,,,,
661,American League,1967,4,,,,Doubles,216,,Minnesota,,,,,,,,,,,,
662,American League,1967,5,,,,Hits,"1,394",,Boston,,,,,,,,,,,,
663,American League,1967,6,,,,Home Runs,158,,Boston,,,,,,,,,,,,
664,American League,1967,7,,,,On Base Percentage,.327,,Detroit,,,,,,,,,,,,
665,American League,1967,8,,,,Runs,722,,Boston,,,,,,,,,,,,
666,American League,1967,9,,,,Slugging Average,.395,,Boston,,,,,,,,,,,,
667,American League,1967,10,,,,Stolen Bases,132,,Kansas City,,,,,,,,,,,,
668,American League,1968,1,,,,Base on Balls,582,,Boston,,,,,,,,,,,,
669,American League,1968,2,,,,Batting Average,.240,,Oakland,,,,,,,,,,,,
670,American League,1968,3,,,,Doubles,215,,Baltimore,,,,,,,,,,,,
671,American League,1968,4,,,,Hits,"1,300",,Oakland,,,,,,,,,,,,
672,American League,1968,5,,,,Home Runs,185,,Detroit,,,,,,,,,,,,
673,American League,1968,6,,,,On Base Percentage,.316,,Boston,,,,,,,,,,,,
674,American League,1968,7,,,,Runs,671,,Detroit,,,,,,,,,,,,
675,American League,1968,8,,,,Slugging Average,.385,,Detroit,,,,,,,,,,,,
676,American League,1969,1,,,,Base on Balls,658,,Boston,,,,,,,,,,,,
677,American League,1969,2,,,,Batting Average,.268,,Minnesota,,,,,,,,,,,,
678,American League,1969,3,,,,Doubles,246,,Minnesota,,,,,,,,,,,,
679,American League,1969,4,,,,Hits,"1,520",,Minnesota,,,,,,,,,,,,
680,American League,1969,5,,,,Home Runs,197,,Boston,,,,,,,,,,,,
681,American League,1969,6,,,,On Base Percentage,.346,,Baltimore,,,,,,,,,,,,
682,American League,1969,7,,,,Runs,790,,Minnesota,,,,,,,,,,,,
683,American League,1969,8,,,,Slugging Average,.415,,Boston,,,,,,,,,,,,
684,American League,1970,1,,,,Base on Balls,717,,Baltimore,,,,,,,,,,,,
685,American League,1970,2,,,,Batting Average,.262,,Minnesota,,,,,,,,,,,,
686,American League,1970,3,,,,Doubles,252,,Boston,,,,,,,,,,,,
687,American League,1970,4,,,,Hits,"1,450",,Boston,,,,,,,,,,,,
688,American League,1970,5,,,,Home Runs,203,,Boston,,,,,,,,,,,,
689,American League,1970,6,,,,On Base Percentage,.346,,Baltimore,,,,,,,,,,,,
690,American League,1970,7,,,,Runs,792,,Baltimore,,,,,,,,,,,,
691,American League,1970,8,,,,Slugging Average,.428,,Boston,,,,,,,,,,,,
692,American League,1970,9,,,,Stolen Bases,131,,Oakland,,,,,,,,,,,,
693,American League,1970,10,,,,Triples,41,,Kansas City,,,,,,,,,,,,
694,American League,1971,1,,,,Base on Balls,672,,Baltimore,,,,,,,,,,,,
695,American League,1971,2,,,,Batting Average,.261,,Baltimore,,,,,,,,,,,,
696,American League,1971,3,,,,Doubles,246,,Boston,,,,,,,,,,,,
697,American League,1971,4,,,,Hits,"1,406",,Minnesota,,,,,,,,,,,,
