id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
381,American League,1921,5,Babe Ruth,Home Runs,59,New York,Top 25
382,American League,1921,6,Babe Ruth,On Base Percentage,.512,New York,Top 25
383,American League,1921,7,Babe Ruth,RBI,171,New York,Top 25
384,American League,1921,8,Babe Ruth,Runs,177,New York,Top 25
385,American League,1921,9,Babe Ruth,Slugging Average,.846,New York,Top 25
386,American League,1921,10,George Sisler,Stolen Bases,35,St. Louis,Top 25
387,American League,1921,11,Babe Ruth,Total Bases,457,New York,Top 25
388,American League,1921,12,Howie Shanks,Triples,18,Washington,Top 25
389,American League,1921,13,George Sisler,Triples,18,St. Louis,Top 25
390,American League,1921,14,Jack Tobin,Triples,18,St. Louis,Top 25
391,American League,1922,1,Whitey Witt,Base on Balls,89,New York,Top 25
392,American League,1922,2,George Sisler,Batting Average,.420,St. Louis,Top 25
393,American League,1922,3,Tris Speaker,Doubles,48,Cleveland,Top 25
394,American League,1922,4,George Sisler,Hits,246,St. Louis,Top 25
395,American League,1922,5,Ken Williams,Home Runs,39,St. Louis,Top 25
396,American League,1922,6,Tris Speaker,On Base Percentage,.474,Cleveland,Top 25
397,American League,1922,7,Ken Williams,RBI,155,St. Louis,Top 25
398,American League,1922,8,George Sisler,Runs,134,St. Louis,Top 25
399,American League,1922,9,Babe Ruth,Slugging Average,.672,New York,Top 25
400,American League,1922,10,George Sisler,Stolen Bases,51,St. Louis,Top 25
401,American League,1922,11,Ken Williams,Total Bases,367,St. Louis,Top 25
402,American League,1922,12,George Sisler,Triples,18,St. Louis,Top 25
403,American League,1923,1,Babe Ruth,Base on Balls,170,New York,Top 25
404,American League,1923,2,Harry Heilmann,Batting Average,.403,Detroit,Top 25
405,American League,1923,3,Tris Speaker,Doubles,59,Cleveland,Top 25
406,American League,1923,4,Charlie Jamieson,Hits,222,Cleveland,Top 25
407,American League,1923,5,Babe Ruth,Home Runs,41,New York,Top 25
408,American League,1923,6,Babe Ruth,On Base Percentage,.545,New York,Top 25
409,American League,1923,7,Babe Ruth,RBI,131,New York,Top 25
410,American League,1923,8,Babe Ruth,Runs,151,New York,Top 25
411,American League,1923,9,Babe Ruth,Slugging Average,.764,New York,Top 25
412,American League,1923,10,Eddie Collins,Stolen Bases,48,Chicago,Top 25
413,American League,1923,11,Babe Ruth,Total Bases,399,New York,Top 25
414,American League,1923,12,Goose Goslin,Triples,18,Washington,Top 25
415,American League,1924,1,Babe Ruth,Base on Balls,142,New York,Top 25
416,American League,1924,2,Babe Ruth,Batting Average,.378,New York,Top 25
417,American League,1924,3,Harry Heilmann,Doubles,45,Detroit,Top 25
418,American League,1924,4,Joe Sewell,Doubles,45,Cleveland,Top 25
419,American League,1924,5,Sam Rice,Hits,216,Washington,Top 25
420,American League,1924,6,Babe Ruth,Home Runs,46,New York,Top 25
421,American League,1924,7,Babe Ruth,On Base Percentage,.513,New York,Top 25
422,American League,1924,8,Goose Goslin,RBI,129,Washington,Top 25
423,American League,1924,9,Babe Ruth,Runs,143,New York,Top 25
424,American League,1924,10,Babe Ruth,Slugging Average,.739,New York,Top 25
425,American League,1924,11,Eddie Collins,Stolen Bases,42,Chicago,Top 25
426,American League,1924,12,Babe Ruth,Total Bases,391,New York,Top 25
427,American League,1925,1,Willie Kamm,Base on Balls,90,Chicago,Top 25
428,American League,1925,2,Johnny Mostil,Base on Balls,90,Chicago,Top 25
429,American League,1925,3,Harry Heilmann,Batting Average,.393,Detroit,Top 25
430,American League,1925,4,Marty McManus,Doubles,44,St. Louis,Top 25
431,American League,1925,5,Al Simmons,Hits,253,Philadelphia,Top 25
432,American League,1925,6,Bob Meusel,Home Runs,33,New York,Top 25
433,American League,1925,7,Tris Speaker,On Base Percentage,.479,Cleveland,Top 25
434,American League,1925,8,Bob Meusel,RBI,138,New York,Top 25
435,American League,1925,9,Johnny Mostil,Runs,135,Chicago,Top 25
436,American League,1925,10,Ken Williams,Slugging Average,.613,St. Louis,Top 25
437,American League,1925,11,Johnny Mostil,Stolen Bases,43,Chicago,Top 25
438,American League,1925,12,Al Simmons,Total Bases,392,Philadelphia,Top 25
439,American League,1926,1,Babe Ruth,Base on Balls,144,New York,Top 25
440,American League,1926,2,Heinie Manush,Batting Average,.378,Detroit,Top 25
441,American League,1926,3,George Burns,Doubles,64,Cleveland,Top 25
442,American League,1926,4,Sam Rice,Hits,216,Washington,Top 25
443,American League,1926,5,Babe Ruth,Home Runs,47,New York,Top 25
444,American League,1926,6,Babe Ruth,On Base Percentage,.516,New York,Top 25
445,American League,1926,7,Babe Ruth,RBI,146,New York,Top 25
446,American League,1926,8,Babe Ruth,Runs,139,New York,Top 25
447,American League,1926,9,Babe Ruth,Slugging Average,.737,New York,Top 25
448,American League,1926,10,Johnny Mostil,Stolen Bases,35,Chicago,Top 25
449,American League,1926,11,Babe Ruth,Total Bases,365,New York,Top 25
450,American League,1927,1,Babe Ruth,Base on Balls,137,New York,Top 25
451,American League,1927,2,Harry Heilmann,Batting Average,.398,Detroit,Top 25
452,American League,1927,3,Lou Gehrig,Doubles,52,New York,Top 25
453,American League,1927,4,Earle Combs,Hits,231,New York,Top 25
454,American League,1927,5,Babe Ruth,Home Runs,60,New York,Top 25
455,American League,1927,6,Babe Ruth,On Base Percentage,.486,New York,Top 25
456,American League,1927,7,Lou Gehrig,RBI,175,New York,Top 25
457,American League,1927,8,Babe Ruth,Runs,158,New York,Top 25
458,American League,1927,9,Babe Ruth,Slugging Average,.772,New York,Top 25
459,American League,1927,10,George Sisler,Stolen Bases,27,St. Louis,Top 25
460,American League,1927,11,Lou Gehrig,Total Bases,447,New York,Top 25
461,American League,1927,12,Earle Combs,Triples,23,New York,Top 25
462,American League,1928,1,Babe Ruth,Base on Balls,137,New York,Top 25
463,American League,1928,2,Goose Goslin,Batting Average,.379,Washington,Top 25
464,American League,1928,3,Lou Gehrig,Doubles,47,New York,Top 25
465,American League,1928,4,Henie Manush,Doubles,47,St. Louis,Top 25
466,American League,1928,5,Henie Manush,Hits,241,St. Louis,Top 25
467,American League,1928,6,Babe Ruth,Home Runs,54,New York,Top 25
468,American League,1928,7,Lou Gehrig,On Base Percentage,.467,New York,Top 25
469,American League,1928,8,Lou Gehrig,RBI,142,New York,Top 25
470,American League,1928,9,Babe Ruth,RBI,142,New York,Top 25
471,American League,1928,10,Babe Ruth,Runs,163,New York,Top 25
472,American League,1928,11,Babe Ruth,Slugging Average,.709,New York,Top 25
473,American League,1928,12,Buddy Myer,Stolen Bases,30,Boston,Top 25
474,American League,1928,13,Babe Ruth,Total Bases,380,New York,Top 25
475,American League,1929,1,Max Bishop,Base on Balls,128,Philadelphia,Top 25
476,American League,1929,2,Lew Fonseca,Batting Average,.369,Cleveland,Top 25
477,American League,1929,3,Charlie Gehringer,Doubles,45,Detroit,Top 25
478,American League,1929,4,Roy Johnson,Doubles,45,Detroit,Top 25
479,American League,1929,5,Henie Manush,Doubles,45,St. Louis,Top 25
480,American League,1929,6,Dale Alexander,Hits,215,Detroit,Top 25
481,American League,1929,7,Charlie Gehringer,Hits,215,Detroit,Top 25
482,American League,1929,8,Babe Ruth,Home Runs,46,New York,Top 25
483,American League,1929,9,Jimmie Foxx,On Base Percentage,.463,Philadelphia,Top 25
484,American League,1929,10,Al Simmons,RBI,157,Philadelphia,Top 25
485,American League,1929,11,Charlie Gehringer,Runs,131,Detroit,Top 25
486,American League,1929,12,Babe Ruth,Slugging Average,.697,New York,Top 25
487,American League,1929,13,Charlie Gehringer,Stolen Bases,27,Detroit,Top 25
488,American League,1929,14,Al Simmons,Total Bases,373,Philadelphia,Top 25
489,American League,1930,1,Babe Ruth,Base on Balls,136,New York,Top 25
490,American League,1930,2,Al Simmons,Batting Average,.381,Philadelphia,Top 25
491,American League,1930,3,Johnny Hodapp,Doubles,51,Cleveland,Top 25
492,American League,1930,4,Johnny Hodapp,Hits,225,Cleveland,Top 25
493,American League,1930,5,Babe Ruth,Home Runs,49,New York,Top 25
494,American League,1930,6,Babe Ruth,On Base Percentage,.493,New York,Top 25
495,American League,1930,7,Lou Gehrig,RBI,174,New York,Top 25
496,American League,1930,8,Al Simmons,Runs,152,Philadelphia,Top 25
497,American League,1930,9,Babe Ruth,Slugging Average,.732,New York,Top 25
498,American League,1930,10,Marty McManus,Stolen Bases,23,Detroit,Top 25
499,American League,1930,11,Lou Gehrig,Total Bases,419,New York,Top 25
500,American League,1931,1,Babe Ruth,Base on Balls,128,New York,Top 25
501,American League,1931,2,Al Simmons,Batting Average,.390,Philadelphia,Top 25
502,American League,1931,3,Earl Webb,Doubles,67,Boston,Top 25
503,American League,1931,4,Lou Gehrig,Hits,211,New York,Top 25
504,American League,1931,5,Lou Gehrig,Home Runs,46,New York,Top 25
505,American League,1931,6,Babe Ruth,Home Runs,46,New York,Top 25
506,American League,1931,7,Babe Ruth,On Base Percentage,.495,New York,Top 25
507,American League,1931,8,Lou Gehrig,RBI,184,New York,Top 25
508,American League,1931,9,Lou Gehrig,Runs,163,New York,Top 25
509,American League,1931,10,Babe Ruth,Slugging Average,.700,New York,Top 25
510,American League,1931,11,Ben Chapman,Stolen Bases,61,New York,Top 25
511,American League,1931,12,Lou Gehrig,Total Bases,410,New York,Top 25
512,American League,1932,1,Babe Ruth,Base on Balls,130,New York,Top 25
513,American League,1932,2,Dale Alexander *,Batting Average,.367,Detroit,Top 25
514,American League,1932,3,Dale Alexander *,Batting Average,.367,Boston,Top 25
515,American League,1932,4,* NOT on Top 25 List — Had Fewer Than 400 ABs,Batting Average,.367,Boston,Top 25
516,American League,1932,5,Eric McNair,Doubles,47,Philadelphia,Top 25
517,American League,1932,6,Al Simmons,Hits,216,Philadelphia,Top 25
518,American League,1932,7,Jimmie Foxx,Home Runs,58,Philadelphia,Top 25
519,American League,1932,8,Babe Ruth,On Base Percentage,.489,New York,Top 25
520,American League,1932,9,Jimmie Foxx,RBI,169,Philadelphia,Top 25
521,American League,1932,10,Jimmie Foxx,Runs,151,Philadelphia,Top 25
522,American League,1932,11,Jimmie Foxx,Slugging Average,.749,Philadelphia,Top 25
523,American League,1932,12,Ben Chapman,Stolen Bases,38,New York,Top 25
524,American League,1932,13,Jimmie Foxx,Total Bases,438,Philadelphia,Top 25
525,American League,1932,14,Joe Cronin,Triples,18,Washington,Top 25
526,American League,1933,1,Babe Ruth,Base on Balls,114,New York,Top 25
527,American League,1933,2,Jimmie Foxx,Batting Average,.356,Philadelphia,Top 25
528,American League,1933,3,Joe Cronin,Doubles,45,Washington,Top 25
529,American League,1933,4,Heinie Manush,Hits,221,Washington,Top 25
530,American League,1933,5,Jimmie Foxx,Home Runs,48,Philadelphia,Top 25
531,American League,1933,6,Mickey Cochrane,On Base Percentage,.459,Philadelphia,Top 25
532,American League,1933,7,Jimmie Foxx,RBI,163,Philadelphia,Top 25
533,American League,1933,8,Lou Gehrig,Runs,138,New York,Top 25
534,American League,1933,9,Jimmie Foxx,Slugging Average,.703,Philadelphia,Top 25
535,American League,1933,10,Ben Chapman,Stolen Bases,27,New York,Top 25
536,American League,1933,11,Jimmie Foxx,Total Bases,403,Philadelphia,Top 25
537,American League,1934,1,Jimmie Foxx,Base on Balls,111,Philadelphia,Top 25
538,American League,1934,2,Lou Gehrig,Batting Average,.363,New York,Top 25
539,American League,1934,3,Hank Greenberg,Doubles,63,Detroit,Top 25
540,American League,1934,4,Charlie Gehringer,Hits,214,Detroit,Top 25
541,American League,1934,5,Lou Gehrig,Home Runs,44,New York,Top 25
542,American League,1934,6,Lou Gehrig,On Base Percentage,.465,New York,Top 25
543,American League,1934,7,Lou Gehrig,RBI,165,New York,Top 25
544,American League,1934,8,Charlie Gehringer,Runs,134,Detroit,Top 25
545,American League,1934,9,Lou Gehrig,Slugging Average,.706,New York,Top 25
546,American League,1934,10,Billy Werber,Stolen Bases,40,Boston,Top 25
547,American League,1934,11,Lou Gehrig,Total Bases,409,New York,Top 25
548,American League,1935,1,Lou Gehrig,Base on Balls,132,New York,Top 25
549,American League,1935,2,Buddy Myer,Batting Average,.349,Washington,Top 25
550,American League,1935,3,Joe Vosmik,Doubles,47,Cleveland,Top 25
551,American League,1935,4,Joe Vosmik,Hits,216,Cleveland,Top 25
552,American League,1935,5,Jimmie Foxx,Home Runs,36,Philadelphia,Top 25
553,American League,1935,6,Hank Greenberg,Home Runs,36,Detroit,Top 25
554,American League,1935,7,Lou Gehrig,On Base Percentage,.466,New York,Top 25
555,American League,1935,8,Hank Greenberg,RBI,170,Detroit,Top 25
556,American League,1935,9,Lou Gehrig,Runs,125,New York,Top 25
557,American League,1935,10,Jimmie Foxx,Slugging Average,.636,Philadelphia,Top 25
558,American League,1935,11,Billy Werber,Stolen Bases,29,Boston,Top 25
559,American League,1935,12,Hank Greenberg,Total Bases,389,Detroit,Top 25
560,American League,1935,13,Joe Vosmik,Triples,20,Cleveland,Top 25
561,American League,1936,1,Lou Gehrig,Base on Balls,130,New York,Top 25
562,American League,1936,2,Luke Appling,Batting Average,.388,Chicago,Top 25
563,American League,1936,3,Charlie Gehringer,Doubles,60,Detroit,Top 25
564,American League,1936,4,Earl Averill,Hits,232,Cleveland,Top 25
565,American League,1936,5,Lou Gehrig,Home Runs,49,New York,Top 25
566,American League,1936,6,Lou Gehrig,On Base Percentage,.478,New York,Top 25
567,American League,1936,7,Hal Trosky,RBI,162,Cleveland,Top 25
568,American League,1936,8,Lou Gehrig,Runs,167,New York,Top 25
569,American League,1936,9,Lou Gehrig,Slugging Average,.696,New York,Top 25
570,American League,1936,10,Lyn Lary,Stolen Bases,37,St. Louis,Top 25
571,American League,1936,11,Hal Trosky,Total Bases,405,Cleveland,Top 25
572,American League,1936,12,Earl Averill,Triples,18,Cleveland,Top 25
573,American League,1936,13,Joe DiMaggio,Triples,18,New York,Top 25
574,American League,1936,14,Red Rolfe,Triples,18,New York,Top 25
575,American League,1937,1,Lou Gehrig,Base on Balls,127,New York,Top 25
576,American League,1937,2,Charlie Gehringer,Batting Average,.371,Detroit,Top 25
577,American League,1937,3,Beau Bell,Doubles,51,St. Louis,Top 25
578,American League,1937,4,Beau Bell,Hits,218,St. Louis,Top 25
579,American League,1937,5,Joe DiMaggio,Home Runs,46,New York,Top 25
580,American League,1937,6,Lou Gehrig,On Base Percentage,.473,New York,Top 25
581,American League,1937,7,Hank Greenberg,RBI,183,Detroit,Top 25
582,American League,1937,8,Joe DiMaggio,Runs,151,New York,Top 25
583,American League,1937,9,Joe DiMaggio,Slugging Average,.673,New York,Top 25
584,American League,1937,10,Ben Chapman,Stolen Bases,35,Washington,Top 25
585,American League,1937,11,Ben Chapman,Stolen Bases,35,Boston,Top 25
586,American League,1937,12,Billy Werber,Stolen Bases,35,Philadelphia,Top 25
587,American League,1937,13,Joe DiMaggio,Total Bases,418,New York,Top 25
588,American League,1937,14,Mike Kreevich,Triples,16,Chicago,Top 25
589,American League,1938,1,Jimmie Foxx,Base on Balls,119,Boston,Top 25
590,American League,1938,2,Hank Greenberg,Base on Balls,119,Detroit,Top 25
591,American League,1938,3,Jimmie Foxx,Batting Average,.349,Boston,Top 25
592,American League,1938,4,Joe Cronin,Doubles,51,Boston,Top 25
593,American League,1938,5,Joe Vosmik,Hits,201,Boston,Top 25
594,American League,1938,6,Hank Greenberg,Home Runs,58,Detroit,Top 25
595,American League,1938,7,Jimmie Foxx,On Base Percentage,.462,Boston,Top 25
596,American League,1938,8,Jimmie Foxx,RBI,175,Boston,Top 25
597,American League,1938,9,Hank Greenberg,Runs,144,Detroit,Top 25
598,American League,1938,10,Jimmie Foxx,Slugging Average,.704,Boston,Top 25
599,American League,1938,11,Frankie Crosetti,Stolen Bases,27,New York,Top 25
600,American League,1938,12,Jimmie Foxx,Total Bases,398,Boston,Top 25
601,American League,1939,1,Harlond Clift,Base on Balls,111,St. Louis,Top 25
602,American League,1939,2,Joe DiMaggio,Batting Average,.381,New York,Top 25
603,American League,1939,3,Red Rolfe,Doubles,46,New York,Top 25
604,American League,1939,4,Red Rolfe,Hits,213,New York,Top 25
605,American League,1939,5,Jimmie Foxx,Home Runs,35,Boston,Top 25
606,American League,1939,6,Jimmie Foxx,On Base Percentage,.464,Boston,Top 25
607,American League,1939,7,Ted Williams,RBI,145,Boston,Top 25
608,American League,1939,8,Red Rolfe,Runs,139,New York,Top 25
609,American League,1939,9,Jimmie Foxx,Slugging Average,.694,Boston,Top 25
610,American League,1939,10,George Case,Stolen Bases,51,Washington,Top 25
611,American League,1939,11,Ted Williams,Total Bases,344,Boston,Top 25
612,American League,1940,1,Charlie Keller,Base on Balls,106,New York,Top 25
613,American League,1940,2,Joe DiMaggio,Batting Average,.352,New York,Top 25
614,American League,1940,3,Hank Greenberg,Doubles,50,Detroit,Top 25
615,American League,1940,4,Doc Cramer,Hits,200,Boston,Top 25
616,American League,1940,5,Barney McCosky,Hits,200,Detroit,Top 25
617,American League,1940,6,Rip Radcliff,Hits,200,St. Louis,Top 25
618,American League,1940,7,Hank Greenberg,Home Runs,41,Detroit,Top 25
619,American League,1940,8,Ted Williams,On Base Percentage,.442,Boston,Top 25
620,American League,1940,9,Hank Greenberg,RBI,150,Detroit,Top 25
621,American League,1940,10,Ted Williams,Runs,134,Boston,Top 25
622,American League,1940,11,Hank Greenberg,Slugging Average,.670,Detroit,Top 25
623,American League,1940,12,George Case,Stolen Bases,35,Washington,Top 25
624,American League,1940,13,Hank Greenberg,Total Bases,384,Detroit,Top 25
625,American League,1941,1,Ted Williams,Base on Balls,147,Boston,Top 25
626,American League,1941,2,Ted Williams,Batting Average,.406,Boston,Top 25
627,American League,1941,3,Lou Boudreau,Doubles,45,Cleveland,Top 25
628,American League,1941,4,Cecil Travis,Hits,218,Washington,Top 25
629,American League,1941,5,Ted Williams,Home Runs,37,Boston,Top 25
630,American League,1941,6,Ted Williams,On Base Percentage,.551,Boston,Top 25
631,American League,1941,7,Joe DiMaggio,RBI,125,New York,Top 25
632,American League,1941,8,Ted Williams,Runs,135,Boston,Top 25
