id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
2027,National League,1950,4,Jim Konstanty,Games,74,Philadelphia,Top 25
2028,National League,1950,5,Jim Konstanty,Saves,22,Philadelphia,Top 25
2029,National League,1950,6,Jim Hearn,Shutouts,5,St. Louis,Top 25
2030,National League,1950,7,Jim Hearn,Shutouts,5,New York,Top 25
2031,National League,1950,8,Larry Jansen,Shutouts,5,New York,Top 25
2032,National League,1950,9,Sal Maglie,Shutouts,5,New York,Top 25
2033,National League,1950,10,Robin Roberts,Shutouts,5,Philadelphia,Top 25
2034,National League,1950,11,Warren Spahn,Strikeouts,191,Boston,Top 25
2035,National League,1950,12,Sal Maglie,Winning Percentage,.818,New York,Top 25
2036,National League,1950,13,Warren Spahn,Wins,21,Boston,Top 25
2037,National League,1951,1,Warren Spahn,Complete Games,26,Boston,Top 25
2038,National League,1951,2,Chet Nichols,ERA,2.88,Boston,Top 25
2039,National League,1951,3,Ted Wilks,Games,65,St. Louis,Top 25
2040,National League,1951,4,Ted Wilks,Games,65,Pittsburgh,Top 25
2041,National League,1951,5,Ted Wilks,Saves,13,St. Louis,Top 25
2042,National League,1951,6,Ted Wilks,Saves,13,Pittsburgh,Top 25
2043,National League,1951,7,Warren Spahn,Shutouts,7,Boston,Top 25
2044,National League,1951,8,Don Newcombe,Strikeouts,164,Brooklyn,Top 25
2045,National League,1951,9,Warren Spahn,Strikeouts,164,Boston,Top 25
