id,league,year,year_id,Name,Statistic,Statistic Value,Team,Top 25
2112,National League,1959,4,Bill Henry,Games,65,Chicago,Top 25
2113,National League,1959,5,Lindy McDaniel,Saves,15,St. Louis,Top 25
2114,National League,1959,6,Don McMahon,Saves,15,Milwaukee,Top 25
2115,National League,1959,7,Johnny Antonelli,Shutouts,4,San Francisco,Top 25
2116,National League,1959,8,Bob Buhl,Shutouts,4,Milwaukee,Top 25
2117,National League,1959,9,Lew Burdette,Shutouts,4,Milwaukee,Top 25
2118,National League,1959,10,Roger Craig,Shutouts,4,Los Angeles,Top 25
2119,National League,1959,11,Don Drysdale,Shutouts,4,Los Angeles,Top 25
2120,National League,1959,12,Sam Jones,Shutouts,4,San Francisco,Top 25
2121,National League,1959,13,Warren Spahn,Shutouts,4,Milwaukee,Top 25
2122,National League,1959,14,Don Drysdale,Strikeouts,242,Los Angeles,Top 25
2123,National League,1959,15,Roy Face,Winning Percentage,.947,Pittsburgh,Top 25
2124,National League,1959,16,Lew Burdette,Wins,21,Milwaukee,Top 25
2125,National League,1959,17,Sam Jones,Wins,21,San Francisco,Top 25
2126,National League,1959,18,Warren Spahn,Wins,21,Milwaukee,Top 25
2127,National League,1960,1,Lew Burdette,Complete Games,18,Milwaukee,Top 25
2128,National League,1960,2,Vern Law,Complete Games,18,Pittsburgh,Top 25
2129,National League,1960,3,Warren Spahn,Complete Games,18,Milwaukee,Top 25
2130,National League,1960,4,Mike McCormick,ERA,2.70,San Francisco,Top 25
2131,National League,1960,5,Roy Face,Games,68,Pittsburgh,Top 25
2132,National League,1960,6,Lindy McDaniel,Saves,26,St. Louis,Top 25
2133,National League,1960,7,Jack Sanford,Shutouts,6,San Francisco,Top 25
2134,National League,1960,8,Don Drysdale,Strikeouts,246,Los Angeles,Top 25
2135,National League,1960,9,Ernie Broglio,Winning Percentage,.700,St. Louis,Top 25
2136,National League,1960,10,Ernie Broglio,Wins,21,St. Louis,Top 25
2137,National League,1960,11,Warren Spahn,Wins,21,Milwaukee,Top 25
2138,National League,1961,1,Warren Spahn,Complete Games,21,Milwaukee,Top 25
2139,National League,1961,2,Warren Spahn,ERA,3.02,Milwaukee,Top 25
2140,National League,1961,3,Jack Baldschun,Games,65,Philadelphia,Top 25
2141,National League,1961,4,Roy Face,Saves,17,Pittsburgh,Top 25
2142,National League,1961,5,Stu Miller,Saves,17,San Francisco,Top 25
2143,National League,1961,6,Joey Jay,Shutouts,4,Cincinnati,Top 25
2144,National League,1961,7,Warren Spahn,Shutouts,4,Milwaukee,Top 25
2145,National League,1961,8,Sandy Koufax,Strikeouts,269,Los Angeles,Top 25
2146,National League,1961,9,Johnny Podres,Winning Percentage,.783,Los Angeles,Top 25
2147,National League,1961,10,Joey Jay,Wins,25,Cincinnati,Top 25
2148,National League,1961,11,Warren Spahn,Wins,25,Milwaukee,Top 25
2149,National League,1962,1,Warren Spahn,Complete Games,22,Milwaukee,Top 25
2150,National League,1962,2,Sandy Koufax,ERA,2.54,Los Angeles,Top 25
2151,National League,1962,3,RonPerranoski,Games,70,Los Angeles,Top 25
2152,National League,1962,4,Roy Face,Saves,28,Pittsburgh,Top 25
2153,National League,1962,5,Bob Friend,Shutouts,5,Pittsburgh,Top 25
2154,National League,1962,6,Bob Gibson,Shutouts,5,St. Louis,Top 25
2155,National League,1962,7,Don Drysdale,Strikeouts,232,Los Angeles,Top 25
2156,National League,1962,8,Bob Purkey,Winning Percentage,.821,Cincinnati,Top 25
2157,National League,1962,9,Don Drysdale,Wins,25,Los Angeles,Top 25
2158,National League,1963,1,Warren Spahn,Complete Games,22,Milwaukee,Top 25
2159,National League,1963,2,Sandy Koufax,ERA,1.88,Los Angeles,Top 25
2160,National League,1963,3,Ron Perranoski,Games,69,Los Angeles,Top 25
2161,National League,1963,4,Lindy McDaniel,Saves,22,Chicago,Top 25
2162,National League,1963,5,Sandy Koufax,Shutouts,11,Los Angeles,Top 25
2163,National League,1963,6,Sandy Koufax,Strikeouts,306,Los Angeles,Top 25
2164,National League,1963,7,Ron Perranoski,Winning Percentage,.842,Los Angeles,Top 25
2165,National League,1963,8,Sandy Koufax,Wins,25,Los Angeles,Top 25
2166,National League,1963,9,Juan Marichal,Wins,25,San Francisco,Top 25
2167,National League,1964,1,Juan Marichal,Complete Games,22,San Francisco,Top 25
2168,National League,1964,2,Sandy Koufax,ERA,1.74,Los Angeles,Top 25
2169,National League,1964,3,Bob Miller,Games,74,Los Angeles,Top 25
2170,National League,1964,4,Hal Woodeshick,Saves,23,Houston,Top 25
2171,National League,1964,5,Sandy Koufax,Shutouts,7,Los Angeles,Top 25
2172,National League,1964,6,Bob Veale,Strikeouts,250,Pittsburgh,Top 25
2173,National League,1964,7,Sandy Koufax,Winning Percentage,.792,Los Angeles,Top 25
2174,National League,1964,8,Larry Jackson,Wins,24,Chicago,Top 25
2175,National League,1965,1,Sandy Koufax,Complete Games,27,Los Angeles,Top 25
2176,National League,1965,2,Sandy Koufax,ERA,2.04,Los Angeles,Top 25
2177,National League,1965,3,Ted Abernathy,Games,84,Chicago,Top 25
2178,National League,1965,4,Ted Abernathy,Saves,31,Chicago,Top 25
2179,National League,1965,5,Juan Marichal,Shutouts,10,San Francisco,Top 25
2180,National League,1965,6,Sandy Koufax,Strikeouts,382,Los Angeles,Top 25
2181,National League,1965,7,Sandy Koufax,Winning Percentage,.765,Los Angeles,Top 25
2182,National League,1965,8,Sandy Koufax,Wins,26,Los Angeles,Top 25
2183,National League,1966,1,Sandy Koufax,Complete Games,27,Los Angeles,Top 25
2184,National League,1966,2,Sandy Koufax,ERA,1.73,Los Angeles,Top 25
2185,National League,1966,3,Clay Carroll,Games,73,Atlanta,Top 25
2186,National League,1966,4,Phil Regan,Saves,21,Los Angeles,Top 25
2187,National League,1966,5,Jim Bunning,Shutouts,5,Philadelphia,Top 25
2188,National League,1966,6,Bob Gibson,Shutouts,5,St. Louis,Top 25
2189,National League,1966,7,Larry Jackson,Shutouts,5,Chicago,Top 25
2190,National League,1966,8,Larry Jackson,Shutouts,5,Philadelphia,Top 25
2191,National League,1966,9,Larry Jaster,Shutouts,5,St. Louis,Top 25
2192,National League,1966,10,Sandy Koufax,Shutouts,5,Los Angeles,Top 25
2193,National League,1966,11,Jim Maloney,Shutouts,5,Cincinnati,Top 25
2194,National League,1966,12,Sandy Koufax,Strikeouts,317,Los Angeles,Top 25
2195,National League,1966,13,Juan Marichal,Winning Percentage,.806,San Francisco,Top 25
2196,National League,1966,14,Sandy Koufax,Wins,27,Los Angeles,Top 25
2197,National League,1967,1,Fergie Jenkins,Complete Games,20,Chicago,Top 25
2198,National League,1967,2,Phil Niekro,ERA,1.87,Atlanta,Top 25
2199,National League,1967,3,Ted Abernathy,Games,70,Cincinnati,Top 25
2200,National League,1967,4,Ron Perranoski,Games,70,Los Angeles,Top 25
2201,National League,1967,5,Ted Abernathy,Saves,28,Cincinnati,Top 25
2202,National League,1967,6,Jim Bunning,Shutouts,6,Philadelphia,Top 25
2203,National League,1967,7,Jim Bunning,Strikeouts,253,Philadelphia,Top 25
2204,National League,1967,8,Dick Hughes,Winning Percentage,.727,St. Louis,Top 25
2205,National League,1967,9,Mike McCormick,Wins,22,San Francisco,Top 25
2206,National League,1968,1,Juan Marichal,Complete Games,30,San Francisco,Top 25
2207,National League,1968,2,Bob Gibson,ERA,1.12,St. Louis,Top 25
2208,National League,1968,3,Ted Abernathy,Games,78,Cincinnati,Top 25
2209,National League,1968,4,Phil Regan,Saves,25,Los Angeles,Top 25
2210,National League,1968,5,Phil Regan,Saves,25,Chicago,Top 25
2211,National League,1968,6,Bob Gibson,Shutouts,13,St. Louis,Top 25
2212,National League,1968,7,Bob Gibson,Strikeouts,268,St. Louis,Top 25
2213,National League,1968,8,Steve Blass,Winning Percentage,.750,Pittsburgh,Top 25
2214,National League,1968,9,Juan Marichal,Wins,26,San Francisco,Top 25
2215,National League,1969,1,Bob Gibson,Complete Games,28,St. Louis,Top 25
2216,National League,1969,2,Juan Marichal,ERA,2.10,San Francisco,Top 25
2217,National League,1969,3,Wayne Granger,Games,90,Cincinnati,Top 25
2218,National League,1969,4,Fred Gladding,Saves,29,Houston,Top 25
2219,National League,1969,5,Juan Marichal,Shutouts,8,San Francisco,Top 25
2220,National League,1969,6,Fergie Jenkins,Strikeouts,273,Chicago,Top 25
2221,National League,1969,7,Tom Seaver,Winning Percentage,.781,New York,Top 25
2222,National League,1969,8,Tom Seaver,Wins,25,New York,Top 25
2223,National League,1970,1,Fergie Jenkins,Complete Games,24,Chicago,Top 25
2224,National League,1970,2,Tom Seaver,ERA,2.82,New York,Top 25
2225,National League,1970,3,Ron Herbel,Games,76,San Diego,Top 25
2226,National League,1970,4,Ron Herbel,Games,76,New York,Top 25
2227,National League,1970,5,Wayne Granger,Saves,35,Cincinnati,Top 25
2228,National League,1970,6,Gaylord Perry,Shutouts,5,San Francisco,Top 25
2229,National League,1970,7,Tom Seaver,Strikeouts,283,New York,Top 25
2230,National League,1970,8,Bob Gibson,Winning Percentage,.767,St. Louis,Top 25
2231,National League,1970,9,Bob Gibson,Wins,23,St. Louis,Top 25
2232,National League,1970,10,Gaylord Perry,Wins,23,San Francisco,Top 25
2233,National League,1971,1,Fergie Jenkins,Complete Games,30,Chicago,Top 25
2234,National League,1971,2,Tom Seaver,ERA,1.76,New York,Top 25
2235,National League,1971,3,Wayne Granger,Games,70,Cincinnati,Top 25
2236,National League,1971,4,Dave Giusti,Saves,30,Pittsburgh,Top 25
2237,National League,1971,5,Steve Blass,Shutouts,5,Pittsburgh,Top 25
2238,National League,1971,6,Al Downing,Shutouts,5,Los Angeles,Top 25
2239,National League,1971,7,Bob Gibson,Shutouts,5,St. Louis,Top 25
2240,National League,1971,8,Milt Pappas,Shutouts,5,Chicago,Top 25
2241,National League,1971,9,Tom Seaver,Strikeouts,289,New York,Top 25
2242,National League,1971,10,Don Gullett,Winning Percentage,.727,Cincinnati,Top 25
2243,National League,1971,11,Fergie Jenkins,Wins,24,Chicago,Top 25
2244,National League,1972,1,Steve Carlton,Complete Games,30,Philadelphia,Top 25
2245,National League,1972,2,Steve Carlton,ERA,1.97,Philadelphia,Top 25
2246,National League,1972,3,Clay Carroll,Games,65,Cincinnati,Top 25
2247,National League,1972,4,Mike Marshall,Games,65,Montreal,Top 25
2248,National League,1972,5,Clay Carroll,Saves,37,Cincinnati,Top 25
2249,National League,1972,6,Don Sutton,Shutouts,9,Los Angeles,Top 25
2250,National League,1972,7,Steve Carlton,Strikeouts,310,Philadelphia,Top 25
2251,National League,1972,8,Gary Nolan,Winning Percentage,.750,Cincinnati,Top 25
2252,National League,1972,9,Steve Carlton,Wins,27,Philadelphia,Top 25
2253,National League,1973,1,Steve Carlton,Complete Games,18,Philadelphia,Top 25
2254,National League,1973,2,Tom Seaver,Complete Games,18,New York,Top 25
2255,National League,1973,3,Tom Seaver,ERA,2.08,New York,Top 25
2256,National League,1973,4,Mike Marshall,Games,92,Los Angeles,Top 25
2257,National League,1973,5,Mike Marshall,Saves,31,Los Angeles,Top 25
2258,National League,1973,6,Jack Billingham,Shutouts,7,Cincinnati,Top 25
2259,National League,1973,7,Tom Seaver,Strikeouts,251,New York,Top 25
2260,National League,1973,8,Tommy John,Winning Percentage,.696,Los Angeles,Top 25
2261,National League,1973,9,Ron Bryant,Wins,24,San Francisco,Top 25
2262,National League,1974,1,Phil Niekro,Complete Games,18,Atlanta,Top 25
2263,National League,1974,2,Buzz Capra,ERA,2.28,Atlanta,Top 25
2264,National League,1974,3,Mike Marshall,Games,106,Los Angeles,Top 25
2265,National League,1974,4,Mike Marshall,Saves,21,Los Angeles,Top 25
2266,National League,1974,5,Jon Matlack,Shutouts,7,New York,Top 25
2267,National League,1974,6,Steve Carlton,Strikeouts,240,Philadelphia,Top 25
2268,National League,1974,7,Andy Messersmith,Winning Percentage,.769,Los Angeles,Top 25
2269,National League,1974,8,Andy Messersmith,Wins,20,Los Angeles,Top 25
2270,National League,1974,9,Phil Niekro,Wins,20,Atlanta,Top 25
2271,National League,1975,1,Andy Messersmith,Complete Games,19,Los Angeles,Top 25
2272,National League,1975,2,Randy Jones,ERA,2.24,San Diego,Top 25
2273,National League,1975,3,Gene Garber,Games,71,Philadelphia,Top 25
2274,National League,1975,4,Rawly Eastwick,Saves,22,Cincinnati,Top 25
2275,National League,1975,5,Al Hrabosky,Saves,22,St. Louis,Top 25
2276,National League,1975,6,Andy Messersmith,Shutouts,7,Los Angeles,Top 25
2277,National League,1975,7,Tom Seaver,Strikeouts,243,New York,Top 25
2278,National League,1975,8,Don Gullett,Winning Percentage,.789,Cincinnati,Top 25
2279,National League,1975,9,Tom Seaver,Wins,22,New York,Top 25
2280,National League,1976,1,Randy Jones,Complete Games,25,San Diego,Top 25
2281,National League,1976,2,John Denny,ERA,2.52,St. Louis,Top 25
2282,National League,1976,3,Dale Murray,Games,81,Montreal,Top 25
2283,National League,1976,4,Rawly Eastwick,Saves,26,Cincinnati,Top 25
2284,National League,1976,5,Jon Matlack,Shutouts,6,New York,Top 25
2285,National League,1976,6,John Montefusco,Shutouts,6,San Francisco,Top 25
2286,National League,1976,7,Tom Seaver,Strikeouts,235,New York,Top 25
2287,National League,1976,8,Steve Carlton,Winning Percentage,.741,Philadelphia,Top 25
2288,National League,1976,9,Randy Jones,Wins,22,San Diego,Top 25
2289,National League,1977,1,Phil Niekro,Complete Games,20,Atlanta,Top 25
2290,National League,1977,2,JohnCandelaria,ERA,2.34,Pittsburgh,Top 25
2291,National League,1977,3,Rollie Fingers,Games,78,San Diego,Top 25
2292,National League,1977,4,Rollie Fingers,Saves,35,San Diego,Top 25
2293,National League,1977,5,Tom Seaver,Shutouts,7,New York,Top 25
2294,National League,1977,6,Tom Seaver,Shutouts,7,Cincinnati,Top 25
2295,National League,1977,7,Phil Niekro,Strikeouts,262,Atlanta,Top 25
2296,National League,1977,8,JohnCandelaria,Winning Percentage,.800,Pittsburgh,Top 25
2297,National League,1977,9,Steve Carlton,Wins,23,Philadelphia,Top 25
2298,National League,1978,1,Phil Niekro,Complete Games,22,Atlanta,Top 25
2299,National League,1978,2,Craig Swan,ERA,2.43,New York,Top 25
2300,National League,1978,3,Kent Tekulve,Games,91,Pittsburgh,Top 25
2301,National League,1978,4,Rollie Fingers,Saves,37,San Diego,Top 25
2302,National League,1978,5,Bob Knepper,Shutouts,6,San Francisco,Top 25
2303,National League,1978,6,J.R. Richard,Strikeouts,303,Houston,Top 25
2304,National League,1978,7,Gaylord Perry,Winning Percentage,.778,San Diego,Top 25
2305,National League,1978,8,Gaylord Perry,Wins,21,San Diego,Top 25
2306,National League,1979,1,Phil Niekro,Complete Games,23,Atlanta,Top 25
2307,National League,1979,2,J.R. Richard,ERA,2.71,Houston,Top 25
2308,National League,1979,3,Kent Tekulve,Games,94,Pittsburgh,Top 25
2309,National League,1979,4,Bruce Sutter,Saves,37,Chicago,Top 25
2310,National League,1979,5,Phil Niekro,Shutouts,5,Atlanta,Top 25
2311,National League,1979,6,Steve Rogers,Shutouts,5,Montreal,Top 25
2312,National League,1979,7,Tom Seaver,Shutouts,5,Cincinnati,Top 25
2313,National League,1979,8,J.R. Richard,Strikeouts,313,Houston,Top 25
2314,National League,1979,9,Tom Seaver,Winning Percentage,.727,Cincinnati,Top 25
2315,National League,1979,10,Joe Niekro,Wins,21,Houston,Top 25
2316,National League,1979,11,Phil Niekro,Wins,21,Atlanta,Top 25
2317,National League,1980,1,Steve Rogers,Complete Games,14,Montreal,Top 25
2318,National League,1980,2,Don Sutton,ERA,2.20,Los Angeles,Top 25
2319,National League,1980,3,Dick Tidrow,Games,84,Chicago,Top 25
2320,National League,1980,4,Bruce Sutter,Saves,28,St. Louis,Top 25
2321,National League,1980,5,Jerry Reuss,Shutouts,6,Los Angeles,Top 25
2322,National League,1980,6,Steve Carlton,Strikeouts,286,Philadelphia,Top 25
2323,National League,1980,7,Jim Bibby,Winning Percentage,.760,Pittsburgh,Top 25
2324,National League,1980,8,Steve Carlton,Wins,24,Philadelphia,Top 25
2325,National League,1981,1,Fernando Valenzuela,Complete Games,11,Los Angeles,Top 25
2326,National League,1981,2,Nolan Ryan,ERA,1.69,Houston,Top 25
2327,National League,1981,3,Gary Lucas,Games,57,San Diego,Top 25
2328,National League,1981,4,Bruce Sutter,Saves,25,St. Louis,Top 25
2329,National League,1981,5,Fernando Valenzuela,Shutouts,8,Los Angeles,Top 25
2330,National League,1981,6,Fernando Valenzuela,Strikeouts,180,Los Angeles,Top 25
2331,National League,1981,7,Tom Seaver,Winning Percentage,.875,Cincinnati,Top 25
2332,National League,1981,8,Tom Seaver,Wins,14,Cincinnati,Top 25
2333,National League,1982,1,Steve Carlton,Complete Games,19,Philadelphia,Top 25
2334,National League,1982,2,Steve Rogers,ERA,2.40,Montreal,Top 25
2335,National League,1982,3,Kent Tekulve,Games,85,Pittsburgh,Top 25
2336,National League,1982,4,Bruce Sutter,Saves,36,St. Louis,Top 25
2337,National League,1982,5,Steve Carlton,Shutouts,6,Philadelphia,Top 25
2338,National League,1982,6,Steve Carlton,Strikeouts,286,Philadelphia,Top 25
2339,National League,1982,7,Phil Niekro,Winning Percentage,.810,Atlanta,Top 25
2340,National League,1982,8,Steve Carlton,Wins,23,Philadelphia,Top 25
2341,National League,1983,1,Mario Soto,Complete Games,18,Cincinnati,Top 25
2342,National League,1983,2,Atlee Hammaker,ERA,2.25,San Francisco,Top 25
2343,National League,1983,3,Bill Campbell,Games,82,Chicago,Top 25
2344,National League,1983,4,Lee Smith,Saves,29,Chicago,Top 25
2345,National League,1983,5,Steve Rogers,Shutouts,5,Montreal,Top 25
2346,National League,1983,6,Steve Carlton,Strikeouts,275,Philadelphia,Top 25
2347,National League,1983,7,John Denny,Winning Percentage,.760,Philadelphia,Top 25
2348,National League,1983,8,John Denny,Wins,19,Philadelphia,Top 25
2349,National League,1984,1,Mario Soto,Complete Games,13,Cincinnati,Top 25
2350,National League,1984,2,Alejandro Pena,ERA,2.48,Los Angeles,Top 25
2351,National League,1984,3,Ted Power,Games,78,Cincinnati,Top 25
2352,National League,1984,4,Bruce Sutter,Saves,45,St. Louis,Top 25
2353,National League,1984,5,Joaquin Andujar,Shutouts,4,St. Louis,Top 25
2354,National League,1984,6,Orel Hershiser,Shutouts,4,Los Angeles,Top 25
2355,National League,1984,7,Alejandro Pena,Shutouts,4,Los Angeles,Top 25
2356,National League,1984,8,Dwight Gooden,Strikeouts,276,New York,Top 25
2357,National League,1984,9,Rick Sutcliffe,Winning Percentage,.941,Chicago,Top 25
2358,National League,1984,10,Joaquin Andujar,Wins,20,St. Louis,Top 25
2359,National League,1985,1,Dwight Gooden,Complete Games,16,New York,Top 25
2360,National League,1985,2,Dwight Gooden,ERA,1.53,New York,Top 25
2361,National League,1985,3,Tim Burke,Games,78,Montreal,Top 25
2362,National League,1985,4,Jeff Reardon,Saves,41,Montreal,Top 25
2363,National League,1985,5,John Tudor,Shutouts,10,St. Louis,Top 25
2364,National League,1985,6,Dwight Gooden,Strikeouts,268,New York,Top 25
2365,National League,1985,7,Orel Hershiser,Winning Percentage,.864,Los Angeles,Top 25
2366,National League,1985,8,Dwight Gooden,Wins,24,New York,Top 25
2367,National League,1986,1,Fernando Valenzuela,Complete Games,20,Los Angeles,Top 25
2368,National League,1986,2,Mike Scott,ERA,2.22,Houston,Top 25
2369,National League,1986,3,Craig Lefferts,Games,83,San Diego,Top 25
2370,National League,1986,4,Todd Worrell,Saves,36,St. Louis,Top 25
2371,National League,1986,5,Bob Knepper,Shutouts,5,Houston,Top 25
2372,National League,1986,6,Mike Scott,Shutouts,5,Houston,Top 25
2373,National League,1986,7,Mike Scott,Strikeouts,306,Houston,Top 25
2374,National League,1986,8,Bob Ojeda,Winning Percentage,.783,New York,Top 25
2375,National League,1987,1,Rick Reuschel,Complete Games,12,San Francisco,Top 25
2376,National League,1987,2,Fernando Valenzuela,Complete Games,12,Los Angeles,Top 25
2377,National League,1987,3,Nolan Ryan,ERA,2.76,Houston,Top 25
2378,National League,1987,4,Kent Tekulve,Games,90,Philadelphia,Top 25
2379,National League,1987,5,Steve Bedrosian,Saves,40,Philadelphia,Top 25
2380,National League,1987,6,Rick Reuschel,Shutouts,4,San Francisco,Top 25
2381,National League,1987,7,Bob Welch,Shutouts,4,Los Angeles,Top 25
2382,National League,1987,8,Nolan Ryan,Strikeouts,270,Houston,Top 25
2383,National League,1987,9,Dwight Gooden,Winning Percentage,.682,New York,Top 25
2384,National League,1988,1,Orel Hershiser,Complete Games,15,Los Angeles,Top 25
2385,National League,1988,2,Danny Jackson,Complete Games,15,Cincinnati,Top 25
2386,National League,1988,3,Joe Magrane,ERA,2.18,St. Louis,Top 25
2387,National League,1988,4,Rob Murphy,Games,76,Cincinnati,Top 25
2388,National League,1988,5,John Franco,Saves,39,Cincinnati,Top 25
2389,National League,1988,6,Orel Hershiser,Shutouts,8,Los Angeles,Top 25
2390,National League,1988,7,Nolan Ryan,Strikeouts,228,Houston,Top 25
2391,National League,1988,8,David Cone,Winning Percentage,.870,New York,Top 25
2392,National League,1988,9,Orel Hershiser,Wins,23,Los Angeles,Top 25
2393,National League,1989,1,Tim Belcher,Complete Games,10,Los Angeles,Top 25
2394,National League,1989,2,Bruce Hurst,Complete Games,10,San Diego,Top 25
2395,National League,1989,3,Scott Garrelts,ERA,2.28,San Francisco,Top 25
2396,National League,1989,4,Mitch Williams,Games,76,Chicago,Top 25
2397,National League,1989,5,Mark Davis,Saves,44,San Diego,Top 25
2398,National League,1989,6,Tim Belcher,Shutouts,8,Los Angeles,Top 25
2399,National League,1989,7,Jose DeLeon,Strikeouts,201,St. Louis,Top 25
2400,National League,1989,8,Mike Bielecki,Winning Percentage,.720,Chicago,Top 25
2401,National League,1990,1,Ramon Martinez,Complete Games,12,Los Angeles,Top 25
2402,National League,1990,2,Danny Darwin,ERA,2.21,Houston,Top 25
2403,National League,1990,3,Juan Agosto,Games,82,Houston,Top 25
2404,National League,1990,4,John Franco,Saves,33,New York,Top 25
2405,National League,1990,5,Bruce Hurst,Shutouts,4,San Diego,Top 25
2406,National League,1990,6,Mike Morgan,Shutouts,4,Los Angeles,Top 25
2407,National League,1990,7,David Cone,Strikeouts,233,New York,Top 25
2408,National League,1990,8,Doug Drabek,Winning Percentage,.786,Pittsburgh,Top 25
2409,National League,1991,1,Tom Glavine,Complete Games,9,Atlanta,Top 25
2410,National League,1991,2,Dennis Martinez,Complete Games,9,Montreal,Top 25
2411,National League,1991,3,Dennis Martinez,ERA,2.39,Montreal,Top 25
2412,National League,1991,4,Barry Jones,Games,77,Montreal,Top 25
2413,National League,1991,5,Lee Smith,Saves,47,St. Louis,Top 25
2414,National League,1991,6,Dennis Martinez,Shutouts,5,Montreal,Top 25
2415,National League,1991,7,David Cone,Strikeouts,241,New York,Top 25
2416,National League,1991,8,Jose Rijo,Winning Percentage,.714,Cincinnati,Top 25
2417,National League,1991,9,John Smiley,Winning Percentage,.714,Pittsburgh,Top 25
2418,National League,1991,10,Tom Glavine,Wins,20,Atlanta,Top 25
2419,National League,1991,11,John Smiley,Wins,20,Pittsburgh,Top 25
2420,National League,1992,1,Terry Mulholland,Complete Games,12,Philadelphia,Top 25
2421,National League,1992,2,Bill Swift,ERA,2.08,San Francisco,Top 25
2422,National League,1992,3,Joe Boever,Games,81,Houston,Top 25
2423,National League,1992,4,Lee Smith,Saves,43,St. Louis,Top 25
2424,National League,1992,5,David Cone,Shutouts,5,New York,Top 25
2425,National League,1992,6,Tom Glavine,Shutouts,5,Atlanta,Top 25
2426,National League,1992,7,John Smoltz,Strikeouts,215,Atlanta,Top 25
2427,National League,1992,8,Bob Tewksbury,Winning Percentage,.762,St. Louis,Top 25
2428,National League,1992,9,Tom Glavine,Wins,20,Atlanta,Top 25
2429,National League,1993,1,Greg Maddux,Complete Games,8,Atlanta,Top 25
2430,National League,1993,2,Greg Maddux,ERA,2.36,Atlanta,Top 25
2431,National League,1993,3,Mike Jackson,Games,81,San Francisco,Top 25
2432,National League,1993,4,Randy Myers,Saves,53,Chicago,Top 25
2433,National League,1993,5,Pete Harnisch,Shutouts,4,Houston,Top 25
2434,National League,1993,6,Jose Rijo,Strikeouts,227,Cincinnati,Top 25
2435,National League,1993,7,Mark Portugal,Winning Percentage,.818,Houston,Top 25
2436,National League,1993,8,John Burkett,Wins,22,San Francisco,Top 25
2437,National League,1994,1,Greg Maddux,Complete Games,10,Atlanta,Top 25
2438,National League,1994,2,Greg Maddux,ERA,1.56,Atlanta,Top 25
2439,National League,1994,3,Steve Reed,Games,61,Colorado,Top 25
2440,National League,1994,4,John Franco,Saves,30,New York,Top 25
2441,National League,1994,5,Greg Maddux,Shutouts,3,Atlanta,Top 25
2442,National League,1994,6,Ramon Martinez,Shutouts,3,Los Angeles,Top 25
2443,National League,1994,7,Andy Benes,Strikeouts,189,San Diego,Top 25
2444,National League,1994,8,Bret Saberhagen,Winning Percentage,.778,New York,Top 25
2445,National League,1994,9,Ken Hill,Wins,16,Montreal,Top 25
2446,National League,1995,1,Greg Maddux,Complete Games,10,Atlanta,Top 25
2447,National League,1995,2,Greg Maddux,ERA,1.63,Atlanta,Top 25
2448,National League,1995,3,Curt Leskanic,Games,76,Colorado,Top 25
2449,National League,1995,4,Randy Myers,Saves,38,Chicago,Top 25
2450,National League,1995,5,Hideo Nomo,Shutouts,3,Los Angeles,Top 25
2451,National League,1995,6,Greg Maddux,Shutouts,3,Atlanta,Top 25
2452,National League,1995,7,Hideo Nomo,Strikeouts,236,Los Angeles,Top 25
2453,National League,1995,8,Greg Maddux,Winning Percentage,.905,Atlanta,Top 25
2454,National League,1996,1,Curt Schilling,Complete Games,8,Philadelphia,Top 25
2455,National League,1996,2,Kevin Brown,ERA,1.89,Florida,Top 25
2456,National League,1996,3,Brad Clontz,Games,81,Atlanta,Top 25
2457,National League,1996,4,Jeff Brantley,Saves,44,Cincinnati,Top 25
2458,National League,1996,5,Todd Worrell,Saves,44,Los Angeles,Top 25
2459,National League,1996,6,Kevin Brown,Shutouts,3,Florida,Top 25
2460,National League,1996,7,John Smoltz,Strikeouts,276,Atlanta,Top 25
2461,National League,1996,8,John Smoltz,Winning Percentage,.750,Atlanta,Top 25
2462,National League,1997,1,Pedro Martinez,Complete Games,13,Montreal,Top 25
2463,National League,1997,2,Pedro Martinez,ERA,1.90,Montreal,Top 25
2464,National League,1997,3,Julian Tavarez,Games,89,San Francisco,Top 25
2465,National League,1997,4,Jeff Shaw,Saves,42,Cincinnati,Top 25
2466,National League,1997,5,Carlos Perez,Shutouts,5,Montreal,Top 25
2467,National League,1997,6,Curt Schilling,Strikeouts,319,Philadelphia,Top 25
2468,National League,1997,7,Greg Maddux,Winning Percentage,.826,Atlanta,Top 25
2469,National League,1998,1,Curt Schilling,Complete Games,15,Philadelphia,Top 25
2470,National League,1998,2,Greg Maddux,ERA,2.22,Atlanta,Top 25
2471,National League,1998,3,Rod Beck,Games,81,Chicago,Top 25
2472,National League,1998,4,Trevor Hoffman,Saves,53,San Diego,Top 25
2473,National League,1998,5,Greg Maddux,Shutouts,5,Atlanta,Top 25
2474,National League,1998,6,Curt Schilling,Strikeouts,300,Philadelphia,Top 25
2475,National League,1998,7,John Smoltz,Winning Percentage,.850,Atlanta,Top 25
2476,National League,1999,1,Randy Johnson,Complete Games,12,Arizona,Top 25
2477,National League,1999,2,Randy Johnson,ERA,2.48,Arizona,Top 25
2478,National League,1999,3,Steve Kline,Games,82,Montreal,Top 25
2479,National League,1999,4,Ugueth Urbina,Saves,41,Montreal,Top 25
2480,National League,1999,5,Andy Ashby,Shutouts,3,San Diego,Top 25
2481,National League,1999,6,Randy Johnson,Strikeouts,364,Arizona,Top 25
