id,league,year,year_id,Division,Games Behind,Payroll,Splits,Strike Splits,Team,Total Loses,Total Ties,Total Wins,Winning Percentage
1438,National League,1885,1,,0,,,,Chicago White Stockings,25,,87,.777
1439,National League,1885,2,,2,,,,New York Giants,27,,85,.759
1440,National League,1885,3,,30,,,,Philadelphia Phillies,54,,56,.509
1441,National League,1885,4,,33,,,,Providence Grays,57,,53,.482
1442,National League,1885,5,,41,,,,Boston Beaneaters,66,,46,.411
1443,National League,1885,6,,44,,,,Detroit Wolverines,67,,41,.380
1444,National League,1885,7,,49,,,,Buffalo Bisons,74,,38,.339
1445,National League,1885,8,,49,,,,St. Louis Maroons,72,,36,.333
1446,National League,1886,1,,0,,,,Chicago White Stockings,34,,90,.726
1447,National League,1886,2,,2½,,,,Detroit Wolverines,36,,87,.707
1448,National League,1886,3,,12½,,,,New York Giants,44,,75,.630
1449,National League,1886,4,,14,,,,Philadelphia Phillies,43,,71,.623
1450,National League,1886,5,,30½,,,,Boston Beaneaters,61,,56,.479
1451,National League,1886,6,,46,,,,St. Louis Maroons,79,,43,.352
1452,National League,1886,7,,58½,,,,Kansas City Cowboys,91,,30,.248
1453,National League,1887,1,,0,,,,Detroit Wolverines,45,,79,.637
1454,National League,1887,2,,3½,,,,Philadelphia Phillies,48,,75,.610
1455,National League,1887,3,,6½,,,,Chicago White Stockings,50,,71,.587
1456,National League,1887,4,,10½,,,,New York Giants,55,,68,.553
1457,National League,1887,5,,16½,,,,Boston Beaneaters,60,,61,.504
1458,National League,1887,6,,24,,,,Pittsburgh Alleghenys,69,,55,.444
1459,National League,1888,1,,0,,,,New York Giants,47,,84,.641
1460,National League,1888,2,,9,,,,Chicago White Stockings,58,,77,.570
1461,National League,1888,3,,14½,,,,Philadelphia Phillies,61,,69,.531
1462,National League,1888,4,,15½,,,,Boston Beaneaters,64,,70,.522
1463,National League,1888,5,,16,,,,Detroit Wolverines,63,,68,.519
1464,National League,1888,6,,19½,,,,Pittsburgh Alleghenys,68,,66,.493
1465,National League,1889,1,,0,,,,New York Giants,43,,83,.659
1466,National League,1889,2,,1,,,,Boston Beaneaters,45,,83,.648
1467,National League,1889,3,,19,,,,Chicago White Stockings,65,,67,.508
1468,National League,1889,4,,20½,,,,Philadelphia Phillies,64,,63,.496
1469,National League,1889,5,,25,,,,Pittsburgh Alleghenys,71,,61,.462
1470,National League,1889,6,,25½,,,,Cleveland Spiders,72,,61,.459
1471,National League,1889,7,,28,,,,Indianapolis Hoosiers,75,,59,.440
1472,National League,1889,8,,41,,,,Washington Senators,83,,41,.331
1473,National League,1890,1,,0,,,,Brooklyn Bridegrooms,43,0,86,.667
1474,National League,1890,2,,6,,,,Chicago Colts,53,2,83,.613
1475,National League,1890,3,,9½,,,,Philadelphia Phillies,53,1,78,.591
1476,National League,1890,4,,10½,,,,Cincinnati Reds,55,2,77,.583
1477,National League,1890,5,,12,,,,Boston Beaneaters,57,1,76,.571
1478,National League,1890,6,,24,,,,New York Giants,68,4,63,.481
1479,National League,1890,7,,43½,,,,Cleveland Spiders,88,4,44,.333
1480,National League,1890,8,,66½,,,,Pittsburgh Alleghenys,113,2,23,.169
1481,National League,1891,1,,0,,,,Boston Beaneaters,51,,87,.630
1482,National League,1891,2,,3½,,,,Chicago Colts,53,,82,.607
1483,National League,1891,3,,13,,,,New York Giants,61,,71,.538
1484,National League,1891,4,,18½,,,,Philadelphia Phillies,69,,68,.496
1485,National League,1891,5,,22½,,,,Cleveland Spiders,74,,65,.468
1486,National League,1891,6,,25½,,,,Brooklyn Bridegrooms,76,,61,.455
1487,National League,1891,7,,30½,,,,Cincinnati Reds,81,,56,.409
1488,National League,1891,8,,30½,,,,Pittsburgh Pirates,80,,55,.407
1489,National League,1892,1,,+2½,,(a),,Boston Beaneaters,22,,52,.703
1490,National League,1892,2,,3,,(b),,Boston Beaneaters,26,,50,.658
1491,National League,1892,3,,+8½,,Final,,Boston Beaneaters,48,,102,.680
1492,National League,1892,4,,16½,,(a),,Cleveland Spiders,33,,40,.548
1493,National League,1892,5,,+3,,(b),,Cleveland Spiders,23,,53,.697
1494,National League,1892,6,,8½,,Final,,Cleveland Spiders,56,,93,.624
1495,National League,1892,7,,2½,,(a),,Brooklyn Bridegrooms,26,,51,.662
1496,National League,1892,8,,9½,,(b),,Brooklyn Bridegrooms,33,,44,.571
1497,National League,1892,9,,9,,Final,,Brooklyn Bridegrooms,59,,95,.617
1498,National League,1892,10,,7,,(a),,Philadelphia Phillies,30,,46,.605
1499,National League,1892,11,,12½,,(b),,Philadelphia Phillies,36,,41,.532
1500,National League,1892,12,,16½,,Final,,Philadelphia Phillies,66,,87,.569
1501,National League,1892,13,,8½,,(a),,Cincinnati Reds,31,,44,.587
1502,National League,1892,14,,14½,,(b),,Cincinnati Reds,37,,38,.507
1503,National League,1892,15,,20,,Final,,Cincinnati Reds,68,,82,.547
1504,National League,1892,16,,16,,(a),,Pittsburgh Pirates,39,,37,.487
1505,National League,1892,17,,10½,,(b),,Pittsburgh Pirates,34,,43,.558
1506,National League,1892,18,,23½,,Final,,Pittsburgh Pirates,73,,80,.523
1507,National League,1892,19,,19,,(a),,Chicago Colts,39,,31,.443
1508,National League,1892,20,,14,,(b),,Chicago Colts,37,,39,.513
1509,National League,1892,21,,30,,Final,,Chicago Colts,76,,70,.479
1510,National League,1892,22,,21,,(a),,New York Giants,43,,31,.419
1511,National League,1892,23,,13½,,(b),,New York Giants,37,,40,.519
1512,National League,1892,24,,31½,,Final,,New York Giants,80,,71,.470
1513,National League,1892,25,,23½,,(a),,Louisville Colonels,47,,30,.390
1514,National League,1892,26,,19½,,(b),,Louisville Colonels,42,,33,.440
1515,National League,1892,27,,40,,Final,,Louisville Colonels,89,,63,.414
1516,National League,1892,28,,18,,(a),,Washington Senators,41,,35,.461
1517,National League,1892,29,,24½,,(b),,Washington Senators,52,,23,.307
1518,National League,1892,30,,44½,,Final,,Washington Senators,93,,58,.384
1519,National League,1892,31,,20½,,(a),,St. Louis Browns,42,,31,.425
1520,National League,1892,32,,28½,,(b),,St. Louis Browns,52,,25,.325
1521,National League,1892,33,,46,,Final,,St. Louis Browns,94,,56,.373
1522,National League,1892,34,,32½,,(a),,Baltimore Orioles,55,,20,.267
1523,National League,1892,35,,25,,(b),,Baltimore Orioles,46,,26,.361
1524,National League,1892,36,,54½,,Final,,Baltimore Orioles,101,,46,.313
1525,National League,1893,1,,0,,,,Boston Beaneaters,43,,86,.667
1526,National League,1893,2,,5,,,,Pittsburgh Pirates,48,,81,.628
1527,National League,1893,3,,12½,,,,Cleveland Spiders,55,,73,.570
1528,National League,1893,4,,14,,,,Philadelphia Phillies,57,,72,.558
1529,National League,1893,5,,19½,,,,New York Giants,64,,68,.515
1530,National League,1893,6,,20½,,,,Cincinnati Reds,63,,65,.508
1531,National League,1893,7,,20½,,,,Brooklyn Bridegrooms,63,,65,.508
1532,National League,1893,8,,26½,,,,Baltimore Orioles,70,,60,.462
1533,National League,1893,9,,29,,,,Chicago Colts,71,,56,.441
1534,National League,1893,10,,30½,,,,St. Louis Browns,75,,57,.432
1535,National League,1893,11,,34,,,,Louisville Colonels,75,,50,.400
1536,National League,1893,12,,46,,,,Washington Senators,89,,40,.310
1537,National League,1894,1,,0,,,,Baltimore Orioles,39,,89,.695
1538,National League,1894,2,,3,,,,New York Giants,44,,88,.667
1539,National League,1894,3,,8,,,,Boston Beaneaters,49,,83,.629
1540,National League,1894,4,,18,,,,Philadelphia Phillies,57,,71,.555
1541,National League,1894,5,,20½,,,,Brooklyn Bridegrooms,61,,70,.534
1542,National League,1894,6,,21½,,,,Cleveland Spiders,61,,68,.527
1543,National League,1894,7,,25,,,,Pittsburgh Pirates,65,,65,.500
1544,National League,1894,8,,34,,,,Chicago Colts,75,,57,.432
1545,National League,1894,9,,35,,,,St. Louis Browns,76,,56,.424
1546,National League,1894,10,,35,,,,Cincinnati Reds,75,,55,.423
1547,National League,1894,11,,46,,,,Washington Senators,87,,45,.341
1548,National League,1894,12,,54,,,,Louisville Colonels,94,,36,.277
1549,National League,1895,1,,0,,,,Baltimore Orioles,43,2,87,.669
1550,National League,1895,2,,3,,,,Cleveland Spiders,46,1,84,.646
1551,National League,1895,3,,9½,,,,Philadelphia Phillies,53,2,78,.595
1552,National League,1895,4,,15,,,,Chicago Colts,58,3,72,.554
1553,National League,1895,5,,16½,,,,Brooklyn Bridegrooms,60,2,71,.542
1554,National League,1895,6,,16½,,,,Boston Beaneaters,60,1,71,.542
1555,National League,1895,7,,17,,,,Pittsburgh Pirates,61,3,71,.538
1556,National League,1895,8,,21,,,,Cincinnati Reds,64,2,66,.508
1557,National League,1895,9,,21½,,,,New York Giants,65,1,66,.504
1558,National League,1895,10,,43,,,,Washington Senators,85,4,43,.336
1559,National League,1895,11,,48½,,,,St. Louis Browns,92,5,39,.298
1560,National League,1895,12,,52½,,,,Louisville Colonels,96,2,35,.267
1561,National League,1896,1,,0,,,,Baltimore Orioles,39,,90,.698
1562,National League,1896,2,,9½,,,,Cleveland Spiders,48,,80,.625
1563,National League,1896,3,,12,,,,Cincinnati Reds,50,,77,.606
1564,National League,1896,4,,17,,,,Boston Beaneaters,57,,74,.565
1565,National League,1896,5,,18½,,,,Chicago Colts,57,,71,.555
1566,National League,1896,6,,24,,,,Pittsburgh Pirates,63,,66,.512
1567,National League,1896,7,,27,,,,New York Giants,67,,64,.489
1568,National League,1896,8,,28½,,,,Philadelphia Phillies,68,,62,.477
1569,National League,1896,9,,33,,,,Washington Senators,73,,58,.443
1570,National League,1896,10,,33,,,,Brooklyn Bridegrooms,73,,58,.443
1571,National League,1896,11,,50½,,,,St. Louis Browns,90,,40,.308
1572,National League,1896,12,,53,,,,Louisville Colonels,93,,38,.290
1573,National League,1897,1,,0,,,,Boston Beaneaters,39,3,93,.705
1574,National League,1897,2,,2,,,,Baltimore Orioles,40,6,90,.692
1575,National League,1897,3,,9½,,,,New York Giants,48,7,83,.634
1576,National League,1897,4,,17,,,,Cincinnati Reds,56,2,76,.576
1577,National League,1897,5,,23½,,,,Cleveland Spiders,62,1,69,.527
1578,National League,1897,6,,32,,,,Washington Senators,71,4,61,.462
1579,National League,1897,7,,32,,,,Brooklyn Bridegrooms,71,3,61,.462
1580,National League,1897,8,,32½,,,,Pittsburgh Pirates,71,4,60,.458
1581,National League,1897,9,,34,,,,Chicago Colts,73,6,59,.447
1582,National League,1897,10,,38,,,,Philadelphia Phillies,77,2,55,.417
1583,National League,1897,11,,40,,,,Louisville Colonels,78,6,52,.400
1584,National League,1897,12,,63½,,,,St. Louis Browns,102,2,29,.221
1585,National League,1898,1,,0,,,,Boston Beaneaters,47,,102,.685
1586,National League,1898,2,,6,,,,Baltimore Orioles,53,,96,.644
1587,National League,1898,3,,11½,,,,Cincinnati Reds,60,,92,.605
1588,National League,1898,4,,17½,,,,Chicago Orphans,65,,85,.567
1589,National League,1898,5,,21,,,,Cleveland Spiders,68,,81,.544
1590,National League,1898,6,,24,,,,Philadelphia Phillies,71,,78,.523
1591,National League,1898,7,,25½,,,,New York Giants,73,,77,.513
1592,National League,1898,8,,29½,,,,Pittsburgh Pirates,76,,72,.486
1593,National League,1898,9,,33,,,,Louisville Colonels,81,,70,.464
1594,National League,1898,10,,52½,,,,Brooklyn Bridegrooms,91,,54,.372
1595,National League,1898,11,,52½,,,,Washington Senators,101,,51,.336
1596,National League,1898,12,,63½,,,,St. Louis Browns,111,,39,.260
1597,National League,1899,1,,0,,,,Brooklyn Superbas,47,2,101,.682
1598,National League,1899,2,,8,,,,Boston Beaneaters,57,1,95,.625
1599,National League,1899,3,,9,,,,Philadelphia Phillies,58,2,94,.618
1600,National League,1899,4,,15,,,,Baltimore Orioles,62,4,86,.581
1601,National League,1899,5,,18½,,,,St. Louis Perfectos,67,4,84,.556
1602,National League,1899,6,,19,,,,Cincinnati Reds,67,7,83,.553
1603,National League,1899,7,,25½,,,,Pittsburgh Pirates,73,5,76,.510
1604,National League,1899,8,,26,,,,Chicago Orphans,73,4,75,.507
1605,National League,1899,9,,28,,,,Louisville Colonels,77,3,75,.493
1606,National League,1899,10,,42,,,,New York Giants,90,3,60,.400
1607,National League,1899,11,,49,,,,Washington Senators,98,3,54,.355
1608,National League,1899,12,,84,,,,Cleveland Spiders,134,0,20,.130
1609,National League,1900,1,,0,,,,Brooklyn Superbas,54,,82,.603
1610,National League,1900,2,,4½,,,,Pittsburgh Pirates,60,,79,.568
1611,National League,1900,3,,8,,,,Philadelphia Phillies,63,,75,.543
1612,National League,1900,4,,17,,,,Boston Beaneaters,72,,66,.478
1613,National League,1900,5,,19,,,,St. Louis Cardinals,75,,65,.464
1614,National League,1900,6,,19,,,,Chicago Orphans,75,,65,.464
1615,National League,1900,7,,21½,,,,Cincinnati Reds,77,,62,.446
1616,National League,1900,8,,23,,,,New York Giants,78,,60,.435
1617,National League,1901,1,,0,,,,Pittsburgh Pirates,49,,90,.647
1618,National League,1901,2,,7½,,,,Philadelphia Phillies,57,,83,.593
1619,National League,1901,3,,9½,,,,Brooklyn Superbas,57,,79,.581
1620,National League,1901,4,,14½,,,,St. Louis Cardinals,64,,76,.543
1621,National League,1901,5,,20½,,,,Boston Beaneaters,69,,69,.500
1622,National League,1901,6,,37,,,,Chicago Orphans,86,,53,.381
1623,National League,1901,7,,37,,,,New York Giants,85,,52,.380
1624,National League,1901,8,,38,,,,Cincinnati Reds,87,,52,.374
1625,National League,1902,1,,0,,,,Pittsburgh Pirates,36,,103,.741
1626,National League,1902,2,,27½,,,,Brooklyn Superbas,63,,75,.543
1627,National League,1902,3,,29,,,,Boston Beaneaters,64,,73,.533
1628,National League,1902,4,,33½,,,,Cincinnati Reds,70,,70,.500
1629,National League,1902,5,,34,,,,Chicago Cubs,69,,68,.496
1630,National League,1902,6,,44½,,,,St. Louis Cardinals,78,,56,.418
1631,National League,1902,7,,46,,,,Philadelphia Phillies,81,,56,.409
1632,National League,1902,8,,53½,,,,New York Giants,88,,48,.353
1633,National League,1903,1,,0,,,,Pittsburgh Pirates,49,,91,.650
1634,National League,1903,2,,6½,,,,New York Giants,55,,84,.604
1635,National League,1903,3,,8,,,,Chicago Cubs,56,,82,.594
1636,National League,1903,4,,16½,,,,Cincinnati Reds,65,,74,.532
1637,National League,1903,5,,19,,,,Brooklyn Superbas,66,,70,.515
1638,National League,1903,6,,32,,,,Boston Beaneaters,80,,58,.420
1639,National League,1903,7,,39½,,,,Philadelphia Phillies,86,,49,.363
1640,National League,1903,8,,46½,,,,St. Louis Cardinals,94,,43,.314
1641,National League,1904,1,,0,,,,New York Giants,47,,106,.693
1642,National League,1904,2,,13,,,,Chicago Cubs,60,,93,.608
1643,National League,1904,3,,18,,,,Cincinnati Reds,65,,88,.575
1644,National League,1904,4,,19,,,,Pittsburgh Pirates,66,,87,.569
1645,National League,1904,5,,31½,,,,St. Louis Cardinals,79,,75,.487
1646,National League,1904,6,,50,,,,Brooklyn Superbas,97,,56,.366
1647,National League,1904,7,,51,,,,Boston Beaneaters,98,,55,.359
1648,National League,1904,8,,53½,,,,Philadelphia Phillies,100,,52,.342
1649,National League,1905,1,,0,,,,New York Giants,48,,105,.686
1650,National League,1905,2,,9,,,,Pittsburgh Pirates,57,,96,.627
1651,National League,1905,3,,13,,,,Chicago Cubs,61,,92,.601
1652,National League,1905,4,,21½,,,,Philadelphia Phillies,69,,83,.546
1653,National League,1905,5,,26,,,,Cincinnati Reds,74,,79,.516
1654,National League,1905,6,,47½,,,,St. Louis Cardinals,96,,58,.377
1655,National League,1906,1,,0,,,,Chicago Cubs,36,,116,.763
1656,National League,1906,2,,20,,,,New York Giants,56,,96,.632
1657,National League,1906,3,,23½,,,,Pittsburgh Pirates,60,,93,.608
1658,National League,1906,4,,45½,,,,Philadelphia Phillies,82,,71,.464
1659,National League,1906,5,,50,,,,Brooklyn Superbas,86,,66,.434
1660,National League,1906,6,,51½,,,,Cincinnati Reds,87,,64,.424
1661,National League,1906,7,,63,,,,St. Louis Cardinals,98,,52,.347
1662,National League,1906,8,,66½,,,,Boston Beaneaters,102,,49,.325
1663,National League,1907,1,,0,,,,Chicago Cubs,45,3,107,.704
1664,National League,1907,2,,17,,,,Pittsburgh Pirates,63,3,91,.591
1665,National League,1907,3,,21½,,,,Philadelphia Phillies,64,2,83,.565
1666,National League,1907,4,,25½,,,,New York Giants,71,2,82,.536
1667,National League,1907,5,,40,,,,Brooklyn Superbas,83,5,65,.439
1668,National League,1907,6,,41½,,,,Cincinnati Reds,87,3,66,.431
1669,National League,1907,7,,47,,,,Boston Doves,90,4,58,.392
1670,National League,1907,8,,55½,,,,St. Louis Cardinals,101,2,52,.340
1671,National League,1908,1,,0,,,,Chicago Cubs,55,,99,.643
1672,National League,1908,2,,1,,,,Pittsburgh Pirates,56,,98,.636
1673,National League,1908,3,,1,,,,New York Giants,56,,98,.636
1674,National League,1908,4,,16,,,,Philadelphia Phillies,71,,83,.539
1675,National League,1908,5,,26,,,,Cincinnati Reds,81,,73,.474
1676,National League,1908,6,,36,,,,Boston Doves,91,,63,.409
1677,National League,1908,7,,46,,,,Brooklyn Superbas,101,,53,.344
1678,National League,1908,8,,50,,,,St. Louis Cardinals,105,,49,.318
1679,National League,1909,1,,0,,,,Pittsburgh Pirates,42,,110,.724
1680,National League,1909,2,,6½,,,,Chicago Cubs,49,,104,.680
1681,National League,1909,3,,18½,,,,New York Giants,61,,92,.601
1682,National League,1909,4,,33½,,,,Cincinnati Reds,76,,77,.503
1683,National League,1909,5,,36½,,,,Philadelphia Phillies,79,,74,.484
1684,National League,1909,6,,55½,,,,Brooklyn Superbas,98,,55,.359
1685,National League,1909,7,,56,,,,St. Louis Cardinals,98,,54,.355
1686,National League,1909,8,,65½,,,,Boston Doves,108,,45,.294
1687,National League,1910,1,,0,,,,Chicago Cubs,50,,104,.675
1688,National League,1910,2,,13,,,,New York Giants,63,,91,.591
1689,National League,1910,3,,17½,,,,Pittsburgh Pirates,67,,86,.562
1690,National League,1910,4,,25½,,,,Philadelphia Phillies,75,,78,.510
1691,National League,1910,5,,29,,,,Cincinnati Reds,79,,75,.487
1692,National League,1910,6,,40,,,,Brooklyn Superbas,90,,64,.416
1693,National League,1910,7,,40½,,,,St. Louis Cardinals,90,,63,.412
1694,National League,1910,8,,50½,,,,Boston Doves,100,,53,.346
1695,National League,1911,1,,0,,,,New York Giants,54,,99,.647
1696,National League,1911,2,,7½,,,,Chicago Cubs,62,,92,.597
1697,National League,1911,3,,14½,,,,Pittsburgh Pirates,69,,85,.552
1698,National League,1911,4,,19½,,,,Philadelphia Phillies,73,,79,.520
1699,National League,1911,5,,22,,,,St. Louis Cardinals,74,,75,.503
1700,National League,1911,6,,29,,,,Cincinnati Reds,83,,70,.458
1701,National League,1911,7,,33½,,,,Brooklyn Superbas,86,,64,.427
1702,National League,1911,8,,54,,,,Boston Rustlers,107,,44,.291
1703,National League,1912,1,,0,,,,New York Giants,48,,103,.682
1704,National League,1912,2,,10,,,,Pittsburgh Pirates,58,,93,.616
1705,National League,1912,3,,11½,,,,Chicago Cubs,59,,91,.607
1706,National League,1912,4,,29,,,,Cincinnati Reds,78,,75,.490
1707,National League,1912,5,,30½,,,,Philadelphia Phillies,79,,73,.480
1708,National League,1912,6,,41,,,,St. Louis Cardinals,90,,63,.412
1709,National League,1912,7,,46,,,,Brooklyn Superbas,95,,58,.379
1710,National League,1912,8,,52,,,,Boston Braves,101,,52,.340
1711,National League,1913,1,,0,,,,New York Giants,51,,101,.664
1712,National League,1913,2,,12½,,,,Philadelphia Phillies,63,,88,.583
1713,National League,1913,3,,13½,,,,Chicago Cubs,65,,88,.575
1714,National League,1913,4,,21½,,,,Pittsburgh Pirates,71,,78,.523
1715,National League,1913,5,,31½,,,,Boston Braves,82,,69,.457
1716,National League,1913,6,,34½,,,,Brooklyn Superbas,84,,65,.436
1717,National League,1913,7,,37½,,,,Cincinnati Reds,89,,64,.418
1718,National League,1913,8,,49,,,,St. Louis Cardinals,99,,51,.340
1719,National League,1914,1,,0,,,,Boston Braves,59,,94,.614
1720,National League,1914,2,,10½,,,,New York Giants,70,,84,.545
1721,National League,1914,3,,13,,,,St. Louis Cardinals,72,,81,.529
1722,National League,1914,4,,16½,,,,Chicago Cubs,76,,78,.506
1723,National League,1914,5,,19½,,,,Brooklyn Robins,79,,75,.487
1724,National League,1914,6,,20½,,,,Philadelphia Phillies,80,,74,.481
1725,National League,1914,7,,25½,,,,Pittsburgh Pirates,85,,69,.448
1726,National League,1915,1,,0,,,,Philadelphia Phillies,62,,90,.592
1727,National League,1915,2,,7,,,,Boston Braves,69,,83,.546
1728,National League,1915,3,,10,,,,Brooklyn Robins,72,,80,.526
1729,National League,1915,4,,17½,,,,Chicago Cubs,80,,73,.477
1730,National League,1915,5,,18,,,,Pittsburgh Pirates,81,,73,.474
1731,National League,1915,6,,18½,,,,St. Louis Cardinals,81,,72,.471
1732,National League,1915,7,,20,,,,Cincinnati Reds,83,,71,.461
1733,National League,1916,1,,0,,,,Brooklyn Robins,60,,94,.610
1734,National League,1916,2,,2½,,,,Philadelphia Phillies,62,,91,.595
1735,National League,1916,3,,4,,,,Boston Braves,63,,89,.586
1736,National League,1916,4,,7,,,,New York Giants,66,,86,.566
1737,National League,1916,5,,26½,,,,Chicago Cubs,86,,67,.438
1738,National League,1916,6,,29,,,,Pittsburgh Pirates,89,,65,.422
1739,National League,1916,7,,33½,,,,St. Louis Cardinals,93,,60,.392
1740,National League,1917,1,,0,,,,New York Giants,56,,98,.636
1741,National League,1917,2,,10,,,,Philadelphia Phillies,65,,87,.572
1742,National League,1917,3,,15,,,,St. Louis Cardinals,70,,82,.539
1743,National League,1917,4,,20,,,,Cincinnati Reds,76,,78,.506
1744,National League,1917,5,,24,,,,Chicago Cubs,80,,74,.481
1745,National League,1917,6,,25½,,,,Boston Braves,81,,72,.471
1746,National League,1917,7,,26½,,,,Brooklyn Robins,81,,70,.464
1747,National League,1918,1,,0,,,,Chicago Cubs,45,2,84,.651
1748,National League,1918,2,,10½,,,,New York Giants,53,0,71,.573
1749,National League,1918,3,,15½,,,,Cincinnati Reds,60,1,68,.531
1750,National League,1918,4,,17,,,,Pittsburgh Pirates,60,1,65,.520
1751,National League,1918,5,,25½,,,,Brooklyn Robins,69,0,57,.452
1752,National League,1918,6,,26,,,,Philadelphia Phillies,68,2,55,.447
1753,National League,1918,7,,28½,,,,Boston Braves,71,0,53,.427
1754,National League,1918,8,,33,,,,St. Louis Cardinals,78,2,51,.395
1755,National League,1919,1,,0,,,,Cincinnati Reds,44,,96,.686
1756,National League,1919,2,,9,,,,New York Giants,53,,87,.621
1757,National League,1919,3,,21,,,,Chicago Cubs,65,,75,.536
1758,National League,1919,4,,24½,,,,Pittsburgh Pirates,68,,71,.511
1759,National League,1919,5,,27,,,,Brooklyn Robins,71,,69,.493
1760,National League,1919,6,,38½,,,,Boston Braves,82,,57,.410
1761,National League,1919,7,,40½,,,,St. Louis Cardinals,83,,54,.394
1762,National League,1919,8,,47½,,,,Philadelphia Phillies,90,,47,.343
1763,National League,1920,1,,0,,,,Brooklyn Robins,61,,93,.604
1764,National League,1920,2,,7,,,,New York Giants,68,,86,.558
1765,National League,1920,3,,10½,,,,Cincinnati Reds,71,,82,.536
1766,National League,1920,4,,14,,,,Pittsburgh Pirates,75,,79,.513
1767,National League,1920,5,,18,,,,St. Louis Cardinals,79,,75,.487
1768,National League,1920,6,,18,,,,Chicago Cubs,79,,75,.487
1769,National League,1920,7,,30,,,,Boston Braves,90,,62,.408
1770,National League,1920,8,,30½,,,,Philadelphia Phillies,91,,62,.405
1771,National League,1921,1,,0,,,,New York Giants,59,,94,.614
1772,National League,1921,2,,4,,,,Pittsburgh Pirates,63,,90,.588
1773,National League,1921,3,,7,,,,St. Louis Cardinals,66,,87,.569
1774,National League,1921,4,,15,,,,Boston Braves,74,,79,.516
1775,National League,1921,5,,16½,,,,Brooklyn Robins,75,,77,.507
1776,National League,1921,6,,24,,,,Cincinnati Reds,83,,70,.458
1777,National League,1921,7,,30,,,,Chicago Cubs,89,,64,.418
1778,National League,1921,8,,43½,,,,Philadelphia Phillies,103,,51,.331
1779,National League,1922,1,,0,,,,New York Giants,61,,93,.604
1780,National League,1922,2,,7,,,,Cincinnati Reds,68,,86,.558
1781,National League,1922,3,,8,,,,St. Louis Cardinals,69,,85,.552
1782,National League,1922,4,,8,,,,Pittsburgh Pirates,69,,85,.552
1783,National League,1922,5,,13,,,,Chicago Cubs,74,,80,.519
1784,National League,1922,6,,17,,,,Brooklyn Robins,78,,76,.494
1785,National League,1922,7,,35½,,,,Philadelphia Phillies,96,,57,.373
1786,National League,1922,8,,39½,,,,Boston Braves,100,,53,.346
1787,National League,1923,1,,0,,,,New York Giants,58,,95,.621
1788,National League,1923,2,,4½,,,,Cincinnati Reds,63,,91,.591
1789,National League,1923,3,,8½,,,,Pittsburgh Pirates,67,,87,.565
1790,National League,1923,4,,12½,,,,Chicago Cubs,71,,83,.539
1791,National League,1923,5,,16,,,,St. Louis Cardinals,74,,79,.516
1792,National League,1923,6,,19½,,,,Brooklyn Robins,78,,76,.494
1793,National League,1924,1,,0,,,,New York Giants,60,0,93,.608
1794,National League,1924,2,,1½,,,,Brooklyn Robins,62,0,92,.597
1795,National League,1924,3,,3,,,,Pittsburgh Pirates,63,0,90,.588
1796,National League,1924,4,,10,,,,Cincinnati Reds,70,0,83,.542
1797,National League,1924,5,,12,,,,Chicago Cubs,72,0,81,.529
1798,National League,1924,6,,28½,,,,St. Louis Cardinals,89,0,65,.422
1799,National League,1924,7,,37,,,,Philadelphia Phillies,96,1,55,.364
1800,National League,1924,8,,40,,,,Boston Braves,100,1,53,.346
1801,National League,1925,1,,0,,,,Pittsburgh Pirates,58,,95,.621
1802,National League,1925,2,,8½,,,,New York Giants,66,,86,.566
1803,National League,1925,3,,15,,,,Cincinnati Reds,73,,80,.523
1804,National League,1925,4,,18,,,,St. Louis Cardinals,76,,77,.503
1805,National League,1925,5,,25,,,,Boston Braves,83,,70,.458
1806,National League,1925,6,,27,,,,Philadelphia Phillies,85,,68,.444
1807,National League,1926,1,,0,,,,St. Louis Cardinals,65,,89,.578
1808,National League,1926,2,,2,,,,Cincinnati Reds,67,,87,.565
1809,National League,1926,3,,4½,,,,Pittsburgh Pirates,69,,84,.549
1810,National League,1926,4,,7,,,,Chicago Cubs,72,,82,.532
1811,National League,1926,5,,13½,,,,New York Giants,77,,74,.490
1812,National League,1926,6,,17½,,,,Brooklyn Robins,82,,71,.464
1813,National League,1927,1,,0,,,,Pittsburgh Pirates,60,,94,.610
1814,National League,1927,2,,1½,,,,St.Louis Cardinals,61,,92,.601
1815,National League,1927,3,,2,,,,New York Giants,62,,92,.597
1816,National League,1927,4,,8½,,,,Chicago Cubs,68,,85,.556
1817,National League,1927,5,,18½,,,,Cincinnati Reds,78,,75,.490
1818,National League,1927,6,,28½,,,,Brooklyn Robins,88,,65,.425
1819,National League,1927,7,,34,,,,Boston Braves,94,,60,.390
1820,National League,1927,8,,43,,,,Philadelphia Phillies,103,,51,.331
1821,National League,1928,1,,0,,,,St.Louis Cardinals,59,,95,.617
1822,National League,1928,2,,2,,,,New York Giants,61,,93,.604
1823,National League,1928,3,,4,,,,Chicago Cubs,63,,91,.591
1824,National League,1928,4,,9,,,,Pittsburgh Pirates,67,,85,.559
1825,National League,1928,5,,16,,,,Cincinnati Reds,74,,78,.513
1826,National League,1928,6,,17½,,,,Brooklyn Robins,76,,77,.503
1827,National League,1929,1,,0,,,,Chicago Cubs,54,,98,.645
1828,National League,1929,2,,10½,,,,Pittsburgh Pirates,65,,88,.575
1829,National League,1929,3,,13½,,,,New York Giants,67,,84,.556
