id,league,year,year_id,Division,Games Behind,Payroll,Splits,Strike Splits,Team,Total Loses,Total Ties,Total Wins,Winning Percentage
2657,National League,2010,5,Washington Nationals,"$61,425,000",,,,69,0,.426,93,28
2658,National League,2010,6,Cincinnati Reds,"$72,386,544",,,,91,0,.562,71,--
2659,National League,2010,7,St. Louis Cardinals,"$93,540,753",,,,86,0,.531,76,5
2660,National League,2010,8,Milwaukee Brewers,"$81,108,279",,,,77,0,.475,85,14
2661,National League,2010,9,Houston Astros,"$92,355,500",,,,76,0,.469,86,15
2662,National League,2010,10,Chicago Cubs,"$146,859,000",,,,75,0,.463,87,16
2663,National League,2010,11,Pittsburgh Pirates,"$34,943,000",,,,57,0,.352,105,34
2664,National League,2010,12,San Francisco Giants,"$97,828,833",,,,92,0,.568,70,--
2665,National League,2010,13,San Diego Padres,"$37,799,300",,,,90,0,.556,72,2
2666,National League,2010,14,Colorado Rockies,"$84,227,000",,,,83,0,.512,79,9
2667,National League,2010,15,Los Angeles Dodgers,"$94,945,517",,,,80,0,.494,82,12
2668,National League,2010,16,Arizona Diamondbacks,"$60,718,167",,,,65,0,.401,97,27
2669,National League,2011,1,Philadelphia Phillies,"$ 172,976,379",,,,102,0,.630,60,--
2670,National League,2011,2,Atlanta Braves,"$87,002,692",,,,89,0,.549,73,13
2671,National League,2011,3,Washington Nationals,"$63,856,928",,,,80,0,.497,81,21½
2672,National League,2011,4,New York Mets,"$118,847,309",,,,77,0,.475,85,25
2673,National League,2011,5,Florida Marlins,"$56,944,000",,,,72,0,.444,90,30
2674,National League,2011,6,Milwaukee Brewers,"$85,497,333",,,,96,0,.593,66,--
2675,National League,2011,7,St. Louis Cardinals,"$105,433,572",,,,90,0,.556,72,6
2676,National League,2011,8,Cincinnati Reds,"$75,947,134",,,,79,0,.488,83,17
2677,National League,2011,9,Pittsburgh Pirates,"$45,047,000",,,,72,0,.444,90,24
2678,National League,2011,10,Chicago Cubs,"$125,047,329",,,,71,0,.438,91,25
2679,National League,2011,11,Houston Astros,"$70,694,000",,,,56,0,.346,106,40
2680,National League,2011,12,Arizona Diamondbacks,"$53,639,833",,,,94,0,.580,68,--
2681,National League,2011,13,San Francisco Giants,"$118,198,333",,,,86,0,.531,76,8
2682,National League,2011,14,Los Angeles Dodgers,"$104,188,999",,,,82,0,.509,79,11½
2683,National League,2011,15,Colorado Rockies,"$88,148,071",,,,73,0,.451,89,21
2684,National League,2011,16,San Diego Padres,"$45,869,140",,,,71,0,.438,91,23
2685,National League,2012,1,East,--,"$81,336,143",,,Washington Nationals,64,0,98,.605
2686,National League,2012,2,East,4,"$83,309,942",,,Atlanta Braves,68,0,94,.580
2687,National League,2012,3,East,17,"$174,538,938",,,Philadelphia Phillies,81,0,81,.500
2688,National League,2012,4,East,24,"$93,353,983",,,New York Mets,88,0,74,.457
2689,National League,2012,5,East,29,"$118,078,000",,,Miami Marlins,93,0,69,.426
2690,National League,2012,6,,--,"$82,203,616",,,Cincinnati Reds,65,0,97,.599
2691,National League,2012,7,,9,"$110,300,862",,,St. Louis Cardinals,74,0,88,.543
2692,National League,2012,8,,14,"$97,653,944",,,Milwaukee Brewers,79,0,83,.512
2693,National League,2012,9,,18,"$63,431,999",,,Pittsburgh Pirates,83,0,79,.488
2694,National League,2012,10,,36,"$88,197,033",,,Chicago Cubs,101,0,61,.377
2695,National League,2012,11,,42,"$60,651,000",,,Houston Astros,107,0,55,.340
2696,National League,2012,12,West,--,"$117,620,683",,,San Francisco Giants,68,0,94,.580
2697,National League,2012,13,West,8,"$95,143,575",,,Los Angeles Dodgers,76,0,86,.531
2698,National League,2012,14,West,13,"$74,284,833",,,Arizona Diamondbacks,81,0,81,.500
2699,National League,2012,15,West,18,"$55,244,700",,,San Diego Padres,86,0,76,.469
2700,National League,2012,16,West,30,"$78,069,571",,,Colorado Rockies,98,0,64,.395
2701,National League,2013,1,Atlanta Braves,$,,,,96,0,.593,66,--
2702,National League,2013,2,Washington Nationals,$,,,,86,0,.531,76,10
2703,National League,2013,3,New York Mets,$,,,,74,0,.457,88,22
2704,National League,2013,4,Philadelphia Phillies,$,,,,73,0,.451,89,23
2705,National League,2013,5,Miami Marlins,$,,,,62,0,.383,100,34
2706,National League,2013,6,St. Louis Cardinals,$,,,,97,0,.599,65,--
2707,National League,2013,7,Pittsburgh Pirates,$,,,,94,0,.580,68,3
2708,National League,2013,8,Cincinnati Reds,$,,,,90,0,.556,72,7
2709,National League,2013,9,Milwaukee Brewers,$,,,,74,0,.457,88,23
2710,National League,2013,10,Chicago Cubs,$,,,,66,0,",407",96,31
2711,National League,2013,11,Los Angeles Dodgers,$,,,,92,0,.568,70,--
2712,National League,2013,12,Arizona Diamondbacks,$,,,,81,0,.500,81,11
2713,National League,2013,13,San Diego Padres,$,,,,76,0,.469,86,16
2714,National League,2013,14,San Francisco Giants,$,,,,76,0,.469,86,16
2715,National League,2013,15,Colorado Rockies,$,,,,74,0,.457,88,18
2716,National League,2014,1,East,--,"$134,704,437",,,Washington Nationals,66,0,96,.593
2717,National League,2014,2,East,17,"$110,897,341",,,Atlanta Braves,83,0,79,.488
2718,National League,2014,3,East,17,"$89,051,758",,,New York Mets,83,0,79,.488
2719,National League,2014,4,East,19,"$47,565,400",,,Miami Marlins,85,0,77,.475
2720,National League,2014,5,East,23,"$180,052,723",,,Philadelphia Phillies,89,0,73,.451
2721,National League,2014,6,,--,"$111,020,360",,,St. Louis Cardinals,72,0,90,.556
2722,National League,2014,7,,2,"$78,111,667",,,Pittsburgh Pirates,74,0,88,.543
2723,National League,2014,8,,8,"$103,844,806",,,Milwaukee Brewers,80,0,82,.506
2724,National League,2014,9,,14,"$112,390,772",,,Cincinnati Reds,86,0,76,.469
2725,National League,2014,10,,17,"$89,007,857",,,Chicago Cubs,89,0,73,.451
2726,National League,2014,11,West,--,"$235,295,219",,,Los Angeles Dodgers,68,0,94,.580
2727,National League,2014,12,West,6,"$154,185,878",,,San Francisco Giants,74,0,88,.543
2728,National League,2014,13,West,17,"$90,094,196",,,San Diego Padres,85,0,77,.475
2729,National League,2014,14,West,28,"$95,832,071",,,Colorado Rockies,96,0,66,.407
2730,National League,2014,15,West,30,"$112,688,666",,,Arizona Diamondbacks,98,0,64,.395
2731,National League,2015,1,New York Mets,,,,,90,0,.556,72,--
2732,National League,2015,2,Washington Nationals,,,,,83,0,.512,79,7
2733,National League,2015,3,Miami Marlins,,,,,71,0,.438,91,19
2734,National League,2015,4,Atlanta Braves,,,,,67,0,.414,95,23
2735,National League,2015,5,Philadelphia Phillies,,,,,63,0,.389,99,27
2736,National League,2015,6,St. Louis Cardinals,,,,,100,0,.617,62,--
2737,National League,2015,7,Pittsburgh Pirates,,,,,98,0,.605,64,0
2738,National League,2015,8,Chicago Cubs,,,,,97,0,.599,65,3
2739,National League,2015,9,Milwaukee Brewers,,,,,68,0,.420,94,32
2740,National League,2015,10,Cincinnati Reds,,,,,64,0,.395,98,36
2741,National League,2015,11,Los Angeles Dodgers,,,,,92,0,.568,70,--
2742,National League,2015,12,San Francisco Giants,,,,,84,0,.519,78,8
2743,National League,2015,13,Arizona Diamondbacks,,,,,79,0,.488,83,13
2744,National League,2015,14,San Diego Padres,,,,,74,0,.457,88,18
2745,National League,2015,15,Colorado Rockies,,,,,68,0,.420,94,24
2746,National League,2016,1,Washington Nationals,,,,,95,0,.586,67,--
2747,National League,2016,2,New York Mets,,,,,87,0,.537,75,8
2748,National League,2016,3,Miami Marlins,,,,,79,0,.491,82,15.5
2749,National League,2016,4,Philadelphia Phillies,,,,,71,0,.438,91,24
2750,National League,2016,5,Atlanta Braves,,,,,68,0,.422,93,26.5
2751,National League,2016,6,Chicago Cubs,,,,,103,0,.640,58,--
2752,National League,2016,7,St. Louis Cardinals,,,,,86,0,.531,76,17.5
2753,National League,2016,8,Pittsburgh Pirates,,,,,78,0,.484,83,25
2754,National League,2016,9,Milwaukee Brewers,,,,,73,0,.451,89,30.5
2755,National League,2016,10,Cincinnati Reds,,,,,68,0,.420,94,35.5
2756,National League,2016,11,Los Angeles Dodgers,,,,,91,0,.562,71,--
2757,National League,2016,12,San Francisco Giants,,,,,87,0,.537,75,4
2758,National League,2016,13,Colorado Rockies,,,,,75,0,.463,87,16
2759,National League,2016,14,Arizona Diamondbacks,,,,,69,0,.426,93,22
2760,National League,2016,15,San Diego Padres,,,,,68,0,.420,94,23
2761,National League,2017,1,Washington Nationals,,,,,97,0,.599,65,--
2762,National League,2017,2,Miami Marlins,,,,,77,0,.475,85,20.0
2763,National League,2017,3,Atlanta Braves,,,,,72,0,.444,90,24.0
2764,National League,2017,4,New York Mets,,,,,70,0,.432,92,27.0
2765,National League,2017,5,Philadelphia Phillies,,,,,66,0,.407,96,31.0
2766,National League,2017,6,Chicago Cubs,,,,,92,0,.568,70,--
2767,National League,2017,7,Milwaukee Brewers,,,,,86,0,.531,76,6.0
2768,National League,2017,8,St. Louis Cardinals,,,,,83,0,.512,79,9.0
2769,National League,2017,9,Pittsburgh Pirates,,,,,75,0,.463,87,17.0
2770,National League,2017,10,Cincinnati Reds,,,,,68,0,.420,94,24.0
2771,National League,2017,11,Los Angeles Dodgers,,,,,104,0,.642,58,--
2772,National League,2017,12,Arizona Diamondbacks,,,,,93,0,.574,69,11.0
2773,National League,2017,13,Colorado Rockies,,,,,87,0,.537,75,17.0
2774,National League,2017,14,San Diego Padres,,,,,71,0,.438,91,33.0
2775,National League,2017,15,San Francisco Giants,,,,,64,0,.395,98,40.0
2776,National League,2018,1,East,--,,,,Atlanta Braves,72,0,90,.556
2777,National League,2018,2,East,8.0,,,,Washington Nationals,80,0,82,.506
2778,National League,2018,3,East,10.0,,,,Philadelphia Phillies,82,0,80,.494
2779,National League,2018,4,East,13.0,,,,New York Mets,85,0,77,.475
2780,National League,2018,5,East,26.5,,,,Miami Marlins,98,0,63,.391
2781,National League,2018,6,,--,,,,Milwaukee Brewers,67,0,96,.589
2782,National League,2018,7,,1.0,,,,Chicago Cubs,68,0,95,.583
2783,National League,2018,8,,7.5,,,,St. Louis Cardinals,74,0,88,.543
2784,National League,2018,9,,13.0,,,,Pittsburgh Pirates,79,0,82,.509
2785,National League,2018,10,,28.5,,,,Cincinnati Reds,95,0,67,.414
2786,National League,2018,11,West,--,,,,Los Angeles Dodgers,71,0,92,.564
2787,National League,2018,12,West,1.0,,,,Colorado Rockies,72,0,91,.558
2788,National League,2018,13,West,9.5,,,,Arizona Diamondbacks,80,0,82,.506
2789,National League,2018,14,West,18.5,,,,San Francisco Giants,89,0,73,.451
2790,National League,2018,15,West,24.5,,,,San Diego Padres,96,0,66,.407
2791,National League,2019,1,Atlanta Braves,"$113,778,369",,,,97,0,.599,65,--
2792,National League,2019,2,Washington Nationals,"$161,877,935",,,,93,0,.574,69,4.0
2793,National League,2019,3,New York Mets,"$158,999,270",,,,86,0,.531,76,11.0
2794,National League,2019,4,Philadelphia Phillies,"$140,711,962",,,,81,0,.500,81,16.0
2795,National League,2019,5,Miami Marlins,"$72,449,404",,,,57,0,.352,105,40.0
2796,National League,2019,6,St. Louis Cardinals,"$162,830,430",,,,91,0,.562,71,--
2797,National League,2019,7,Milwaukee Brewers,"$124,755,400",,,,89,0,.549,73,2.0
2798,National League,2019,8,Chicago Cubs,"$210,358,488",,,,84,0,.519,78,7.0
2799,National League,2019,9,Cincinnati Reds,"$126,423,214",,,,75,0,.463,87,16.0
2800,National League,2019,10,Pittsburgh Pirates,"$76,589,154",,,,69,0,.426,93,22.0
2801,National League,2019,11,Los Angeles Dodgers,"$196,729,548",,,,106,0,.654,56,--
2802,National League,2019,12,Arizona Diamondbacks,"$123,932,983",,,,85,0,.525,77,21.0
2803,National League,2019,13,San Francisco Giants,"$178,286,222",,,,77,0,.475,85,29.0
2804,National League,2019,14,Colorado Rockies,"$147,433,009",,,,71,0,.438,91,35.0
2805,National League,2019,15,San Diego Padres,"$99,205,017",,,,70,0,.432,92,36.0
2806,National League,2020,1,East,--,,,,Atlanta Braves,25,0,35,.583
2807,National League,2020,2,East,4.0,,,,Miami Marlins,29,0,31,.517
2808,National League,2020,3,East,7.0,,,,Philadelphia Phillies,32,0,28,.467
2809,National League,2020,4,East,9.0,,,,New York Mets,34,0,26,.433
2810,National League,2020,5,East,9.0,,,,Washington Nationals,34,0,26,.433
2811,National League,2020,6,,--,,,,Chicago Cubs,26,0,34,.567
2812,National League,2020,7,,3.0,,,,Cincinnati Reds,29,0,31,.517
2813,National League,2020,8,,3.0,,,,St. Louis Cardinals,28,0,30,.517
2814,National League,2020,9,,5.0,,,,Milwaukee Brewers,31,0,29,.483
2815,National League,2020,10,,15.0,,,,Pittsburgh Pirates,41,0,19,.317
2816,National League,2020,11,West,--,,,,Los Angeles Dodgers,17,0,43,.717
2817,National League,2020,12,West,6.0,,,,San Diego Padres,23,0,37,.617
2818,National League,2020,13,West,14.0,,,,San Francisco Giants,31,0,29,.483
2819,National League,2020,14,West,17.0,,,,Colorado Rockies,34,0,26,.433
2820,National League,2020,15,West,18.0,,,,Arizona Diamondbacks,35,0,25,.417
2821,National League,2021,1,East,--,,,,Atlanta Braves,73,0,88,.547
2822,National League,2021,2,East,6.5,,,,Philadelphia Phillies,80,0,82,.506
2823,National League,2021,3,East,11.5,,,,New York Mets,85,0,77,.475
2824,National League,2021,4,East,21.5,,,,Miami Marlins,95,0,67,.414
2825,National League,2021,5,East,23.5,,,,Washington Nationals,97,0,65,.401
2826,National League,2021,6,,--,,,,Milwaukee Brewers,67,0,95,.586
2827,National League,2021,7,,5.0,,,,St. Louis Cardinals,72,0,90,.556
2828,National League,2021,8,,12.0,,,,Cincinnati Reds,79,0,83,.512
2829,National League,2021,9,,24.0,,,,Chicago Cubs,91,0,71,.438
2830,National League,2021,10,,34.0,,,,Pittsburgh Pirates,101,0,61,.377
2831,National League,2021,11,West,--,,,,San Francisco Giants,55,0,107,.660
2832,National League,2021,12,West,1.0,,,,Los Angeles Dodgers,56,0,106,.654
2833,National League,2021,13,West,28.0,,,,San Diego Padres,83,0,79,.488
2834,National League,2021,14,West,32.5,,,,Colorado Rockies,87,0,74,.460
2835,National League,2021,15,West,55.0,,,,Arizona Diamondbacks,110,0,52,.321
2836,National League,2022,1,East,-,,,,Atlanta Braves,61,0,101,.623
2837,National League,2022,2,East,-,,,,New York Mets,61,0,101,.623
2838,National League,2022,3,East,14.0,,,,Philadelphia Phillies,75,0,87,.537
2839,National League,2022,4,East,32.0,,,,Miami Marlins,93,0,69,.426
2840,National League,2022,5,East,46.0,,,,Washington Nationals,107,0,55,.340
2841,National League,2022,6,,-,,,,St. Louis Cardinals,69,0,93,.574
2842,National League,2022,7,,7.0,,,,Milwaukee Brewers,76,0,86,.531
2843,National League,2022,8,,19.0,,,,Chicago Cubs,88,0,74,.457
2844,National League,2022,9,,31.0,,,,Cincinnati Reds,100,0,62,.383
2845,National League,2022,10,,31.0,,,,Pittsburgh Pirates,100,0,62,.383
2846,National League,2022,11,West,-,,,,Los Angeles Dodgers,51,0,111,.685
2847,National League,2022,12,West,22.0,,,,San Diego Padres,73,0,89,.549
2848,National League,2022,13,West,30.0,,,,San Francisco Giants,81,0,81,.500
2849,National League,2022,14,West,37.0,,,,Arizona Diamondbacks,88,0,74,.457
2850,National League,2022,15,West,43.0,,,,Colorado Rockies,94,0,68,.420
2851,National League,2023,1,East,-,,,,Atlanta Braves,58,0,104,.642
2852,National League,2023,2,East,14.0,,,,Philadelphia Phillies,72,0,90,.556
2853,National League,2023,3,East,20.0,,,,Miami Marlins,78,0,84,.519
2854,National League,2023,4,East,29.0,,,,New York Mets,87,0,75,.463
2855,National League,2023,5,East,33.0,,,,Washington Nationals,91,0,71,.438
2856,National League,2023,6,,-,,,,Milwaukee Brewers,70,0,92,.568
2857,National League,2023,7,,9.0,,,,Chicago Cubs,79,0,83,.512
2858,National League,2023,8,,10.0,,,,Cincinnati Reds,80,0,82,.506
2859,National League,2023,9,,16.0,,,,Pittsburgh Pirates,86,0,76,.469
2860,National League,2023,10,,21.0,,,,St. Louis Cardinals,91,0,71,.438
2861,National League,2023,11,West,-,,,,Los Angeles Dodgers,62,0,100,.617
2862,National League,2023,12,West,16.0,,,,Arizona Diamondbacks,78,0,84,.519
2863,National League,2023,13,West,18.0,,,,San Diego Padres,80,0,82,.506
2864,National League,2023,14,West,21.0,,,,San Francisco Giants,83,0,79,.488
2865,National League,2023,15,West,41.0,,,,Colorado Rockies,103,0,59,.364
2866,National League,2024,1,East,-,,,,Philadelphia Phillies,67,0,95,.586
