id,league,year,year_id,Earned Run Average,Statistic,Statistic Value,Team,Total Complete Games,Total Earned Runs,Total Games,Total Hit By Pitch,Total Hits,Total Hits Allowed,Total Home Runs,Total Innings Pitched,Total Loses,Total Runs,Total Sacrifice Hits,Total Save Opportunities,Total Saves,Total Shutouts,Total Strikeouts,Total Walks,Total Wins
1025,National League,1896,6,,Saves,5,Cleveland,,,,,,,,,,,,,,,,,
1026,National League,1896,7,,Shutouts,11,Cincinnati,,,,,,,,,,,,,,,,,
1027,National League,1897,1,,Complete Games,131,Chicago,,,,,,,,,,,,,,,,,
1028,National League,1897,2,,ERA,3.47,New York,,,,,,,,,,,,,,,,,
1029,National League,1897,3,,Fewest Hits Allowed,"1,214",New York,,,,,,,,,,,,,,,,,
1030,National League,1897,4,,Fewest Home Runs Allowed,18,Baltimore,,,,,,,,,,,,,,,,,
1031,National League,1897,5,,Fewest Home Runs Allowed,18,Cincinnati,,,,,,,,,,,,,,,,,
1032,National League,1897,6,,Fewest Walks Allowed,289,Cleveland,,,,,,,,,,,,,,,,,
1033,National League,1897,7,,Saves,7,Boston,,,,,,,,,,,,,,,,,
1034,National League,1897,8,,Shutouts,8,Boston,,,,,,,,,,,,,,,,,
1035,National League,1897,9,,Shutouts,8,New York,,,,,,,,,,,,,,,,,
1036,National League,1898,1,,Complete Games,142,Cleveland,,,,,,,,,,,,,,,,,
1037,National League,1898,2,,ERA,2.83,Chicago,,,,,,,,,,,,,,,,,
1038,National League,1898,3,,Fewest Hits Allowed,"1,186",Boston,,,,,,,,,,,,,,,,,
1039,National League,1898,4,,Fewest Home Runs Allowed,14,Pittsburgh,,,,,,,,,,,,,,,,,
1040,National League,1898,5,,Fewest Walks Allowed,309,Cleveland,,,,,,,,,,,,,,,,,
1041,National League,1898,6,,Saves,8,Boston,,,,,,,,,,,,,,,,,
1042,National League,1898,7,,Shutouts,13,Chicago,,,,,,,,,,,,,,,,,
1043,National League,1899,1,,Complete Games,147,Chicago,,,,,,,,,,,,,,,,,
1044,National League,1899,2,,ERA,3.25,Brooklyn,,,,,,,,,,,,,,,,,
1045,National League,1899,3,,Fewest Hits Allowed,"1,273",Boston,,,,,,,,,,,,,,,,,
1046,National League,1899,4,,Fewest Home Runs Allowed,13,Baltimore,,,,,,,,,,,,,,,,,
1047,National League,1899,5,,Fewest Walks Allowed,321,St. Louis,,,,,,,,,,,,,,,,,
1048,National League,1899,6,,Saves,9,Brooklyn,,,,,,,,,,,,,,,,,
1049,National League,1899,7,,Shutouts,15,Philadelphia,,,,,,,,,,,,,,,,,
1050,National League,1900,1,,Complete Games,137,Chicago,,,,,,,,,,,,,,,,,
1051,National League,1900,2,,ERA,3.06,Pittsburgh,,,,,,,,,,,,,,,,,
1052,National League,1900,3,,Fewest Hits Allowed,"1,232",Pittsburgh,,,,,,,,,,,,,,,,,
1053,National League,1900,4,,Fewest Home Runs Allowed,21,Chicago,,,,,,,,,,,,,,,,,
1054,National League,1900,5,,Fewest Walks Allowed,295,Pittsburgh,,,,,,,,,,,,,,,,,
1055,National League,1900,6,,Saves,4,Brooklyn,,,,,,,,,,,,,,,,,
1056,National League,1900,7,,Shutouts,12,St. Louis,,,,,,,,,,,,,,,,,
1057,National League,1901,1,,Complete Games,131,Chicago,,,,,,,,,,,,,,,,,
1058,National League,1901,2,,ERA,2.58,Pittsburgh,,,,,,,,,,,,,,,,,
1059,National League,1901,3,,Fewest Hits Allowed,"1,196",Boston,,,,,,,,,,,,,,,,,
1060,National League,1901,4,,Fewest Home Runs Allowed,18,Brooklyn,,,,,,,,,,,,,,,,,
1061,National League,1901,5,,Fewest Walks Allowed,244,Pittsburgh,,,,,,,,,,,,,,,,,
1062,National League,1901,6,,Saves,5,Brooklyn,,,,,,,,,,,,,,,,,
1063,National League,1901,7,,Saves,5,St. Louis,,,,,,,,,,,,,,,,,
1064,National League,1901,8,,Shutouts,15,Philadelphia,,,,,,,,,,,,,,,,,
1065,National League,1901,9,,Shutouts,15,Pittsburgh,,,,,,,,,,,,,,,,,
1066,National League,1902,1,,Complete Games,132,Chicago,,,,,,,,,,,,,,,,,
1067,National League,1902,2,,ERA,2.21,Chicago,,,,,,,,,,,,,,,,,
1068,National League,1902,3,,Fewest Hits Allowed,"1,113",Brooklyn,,,,,,,,,,,,,,,,,
1069,National League,1902,4,,Fewest Home Runs Allowed,4,Pittsburgh,,,,,,,,,,,,,,,,,
1070,National League,1902,5,,Fewest Walks Allowed,250,Pittsburgh,,,,,,,,,,,,,,,,,
1071,National League,1902,6,,Saves,4,Boston,,,,,,,,,,,,,,,,,
1072,National League,1902,7,,Saves,4,St. Louis,,,,,,,,,,,,,,,,,
1073,National League,1902,8,,Shutouts,21,Pittsburgh,,,,,,,,,,,,,,,,,
1074,National League,1903,1,,Complete Games,126,Cincinnati,,,,,,,,,,,,,,,,,
1075,National League,1903,2,,Complete Games,126,Philadelphia,,,,,,,,,,,,,,,,,
1076,National League,1903,3,,ERA,2.77,Chicago,,,,,,,,,,,,,,,,,
1077,National League,1903,4,,Fewest Hits Allowed,"1,182",Chicago,,,,,,,,,,,,,,,,,
1078,National League,1903,5,,Fewest Home Runs Allowed,9,Pittsburgh,,,,,,,,,,,,,,,,,
1079,National League,1903,6,,Fewest Walks Allowed,354,Chicago,,,,,,,,,,,,,,,,,
1080,National League,1903,7,,Saves,8,New York,,,,,,,,,,,,,,,,,
1081,National League,1903,8,,Shutouts,16,Pittsburgh,,,,,,,,,,,,,,,,,
1082,National League,1904,1,,Complete Games,146,St. Louis,,,,,,,,,,,,,,,,,
1083,National League,1904,2,,ERA,2.17,New York,,,,,,,,,,,,,,,,,
1084,National League,1904,3,,Fewest Hits Allowed,"1,150",Chicago,,,,,,,,,,,,,,,,,
1085,National League,1904,4,,Fewest Home Runs Allowed,13,Cincinnati,,,,,,,,,,,,,,,,,
1086,National League,1904,5,,Fewest Home Runs Allowed,13,Pittsburgh,,,,,,,,,,,,,,,,,
1087,National League,1904,6,,Fewest Walks Allowed,319,St. Louis,,,,,,,,,,,,,,,,,
1088,National League,1904,7,,Saves,15,New York,,,,,,,,,,,,,,,,,
1089,National League,1904,8,,Shutouts,21,New York,,,,,,,,,,,,,,,,,
1090,National League,1905,1,,Complete Games,139,Boston,,,,,,,,,,,,,,,,,
1091,National League,1905,2,,ERA,2.04,Chicago,,,,,,,,,,,,,,,,,
1092,National League,1905,3,,Fewest Hits Allowed,"1,135",Chicago,,,,,,,,,,,,,,,,,
1093,National League,1905,4,,Fewest Home Runs Allowed,12,Pittsburgh,,,,,,,,,,,,,,,,,
1094,National League,1905,5,,Fewest Walks Allowed,364,New York,,,,,,,,,,,,,,,,,
1095,National League,1905,6,,Saves,15,New York,,,,,,,,,,,,,,,,,
1096,National League,1905,7,,Shutouts,23,Chicago,,,,,,,,,,,,,,,,,
1097,National League,1906,1,,Complete Games,137,Boston,,,,,,,,,,,,,,,,,
1098,National League,1906,2,,ERA,1.75,Chicago,,,,,,,,,,,,,,,,,
1099,National League,1906,3,,Fewest Hits Allowed,"1,018",Chicago,,,,,,,,,,,,,,,,,
1100,National League,1906,4,,Fewest Home Runs Allowed,12,Chicago,,,,,,,,,,,,,,,,,
1101,National League,1906,5,,Fewest Walks Allowed,309,Pittsburgh,,,,,,,,,,,,,,,,,
1102,National League,1906,6,,Saves,18,New York,,,,,,,,,,,,,,,,,
1103,National League,1906,7,,Shutouts,30,Chicago,,,,,,,,,,,,,,,,,
1104,National League,1907,1,,Complete Games,127,St. Louis,,,,,,,,,,,,,,,,,
1105,National League,1907,2,,ERA,1.73,Chicago,,,,,,,,,,,,,,,,,
1106,National League,1907,3,,Fewest Hits Allowed,"1,054",Chicago,,,,,,,,,,,,,,,,,
1107,National League,1907,4,,Fewest Home Runs Allowed,11,Chicago,,,,,,,,,,,,,,,,,
1108,National League,1907,5,,Fewest Walks Allowed,368,Pittsburgh,,,,,,,,,,,,,,,,,
1109,National League,1907,6,,Saves,13,New York,,,,,,,,,,,,,,,,,
1110,National League,1907,7,,Shutouts,32,Chicago,,,,,,,,,,,,,,,,,
1111,National League,1908,1,,Complete Games,118,Brooklyn,,,,,,,,,,,,,,,,,
1112,National League,1908,2,,ERA,2.10,Philadelphia,,,,,,,,,,,,,,,,,
1113,National League,1908,3,,Fewest Hits Allowed,"1,137",Chicago,,,,,,,,,,,,,,,,,
1114,National League,1908,4,,Fewest Home Runs Allowed,8,Philadelphia,,,,,,,,,,,,,,,,,
1115,National League,1908,5,,Fewest Walks Allowed,288,New York,,,,,,,,,,,,,,,,,
1116,National League,1908,6,,Saves,18,New York,,,,,,,,,,,,,,,,,
1117,National League,1908,7,,Shutouts,29,Chicago,,,,,,,,,,,,,,,,,
1118,National League,1909,1,,Complete Games,126,Brooklyn,,,,,,,,,,,,,,,,,
1119,National League,1909,2,,ERA,1.75,Chicago,,,,,,,,,,,,,,,,,
1120,National League,1909,3,,Fewest Hits Allowed,"1,094",Chicago,,,,,,,,,,,,,,,,,
1121,National League,1909,4,,Fewest Home Runs Allowed,5,Cincinnati,,,,,,,,,,,,,,,,,
1122,National League,1909,5,,Fewest Walks Allowed,320,Pittsburgh,,,,,,,,,,,,,,,,,
1123,National League,1909,6,,Saves,15,New York,,,,,,,,,,,,,,,,,
1124,National League,1909,7,,Shutouts,32,Chicago,,,,,,,,,,,,,,,,,
1125,National League,1910,1,,Complete Games,103,Brooklyn,,,,,,,,,,,,,,,,,
1126,National League,1910,2,,ERA,2.51,Chicago,,,,,,,,,,,,,,,,,
1127,National League,1910,3,,Fewest Hits Allowed,"1,171",Chicago,,,,,,,,,,,,,,,,,
1128,National League,1910,4,,Fewest Home Runs Allowed,17,Brooklyn,,,,,,,,,,,,,,,,,
1129,National League,1910,5,,Fewest Walks Allowed,392,Pittsburgh,,,,,,,,,,,,,,,,,
1130,National League,1910,6,,Saves,14,St. Louis,,,,,,,,,,,,,,,,,
1131,National League,1910,7,,Shutouts,25,Chicago,,,,,,,,,,,,,,,,,
1132,National League,1911,1,,Complete Games,95,New York,,,,,,,,,,,,,,,,,
1133,National League,1911,2,,ERA,2.70,New York,,,,,,,,,,,,,,,,,
1134,National League,1911,3,,Fewest Hits Allowed,"1,249",Pittsburgh,,,,,,,,,,,,,,,,,
1135,National League,1911,4,,Fewest Home Runs Allowed,26,Chicago,,,,,,,,,,,,,,,,,
1136,National League,1911,5,,Fewest Walks Allowed,369,New York,,,,,,,,,,,,,,,,,
1137,National League,1911,6,,Saves,16,Chicago,,,,,,,,,,,,,,,,,
1138,National League,1911,7,,Shutouts,20,Philadelphia,,,,,,,,,,,,,,,,,
1139,National League,1912,1,,Complete Games,94,Pittsburgh,,,,,,,,,,,,,,,,,
1140,National League,1912,2,,ERA,2.59,New York,,,,,,,,,,,,,,,,,
1141,National League,1912,3,,Fewest Hits Allowed,"1,268",Pittsburgh,,,,,,,,,,,,,,,,,
1142,National League,1912,4,,Fewest Home Runs Allowed,28,Cincinnati,,,,,,,,,,,,,,,,,
1143,National League,1912,5,,Fewest Home Runs Allowed,28,Pittsburgh,,,,,,,,,,,,,,,,,
1144,National League,1912,6,,Fewest Walks Allowed,338,New York,,,,,,,,,,,,,,,,,
1145,National League,1912,7,,Saves,16,New York,,,,,,,,,,,,,,,,,
1146,National League,1912,8,,Shutouts,18,Pittsburgh,,,,,,,,,,,,,,,,,
1147,National League,1913,1,,Complete Games,105,Boston,,,,,,,,,,,,,,,,,
1148,National League,1913,2,,ERA,2.43,New York,,,,,,,,,,,,,,,,,
1149,National League,1913,3,,Fewest Hits Allowed,"1,276",New York,,,,,,,,,,,,,,,,,
1150,National League,1913,4,,Fewest Home Runs Allowed,26,Pittsburgh,,,,,,,,,,,,,,,,,
1151,National League,1913,5,,Fewest Walks Allowed,315,New York,,,,,,,,,,,,,,,,,
1152,National League,1913,6,,Saves,17,New York,,,,,,,,,,,,,,,,,
1153,National League,1913,7,,Shutouts,20,Philadelphia,,,,,,,,,,,,,,,,,
1154,National League,1914,1,,Complete Games,104,Boston,,,,,,,,,,,,,,,,,
1155,National League,1914,2,,ERA,2.38,St. Louis,,,,,,,,,,,,,,,,,
1156,National League,1914,3,,Fewest Hits Allowed,"1,169",Chicago,,,,,,,,,,,,,,,,,
1157,National League,1914,4,,Fewest Home Runs Allowed,26,Philadelphia,,,,,,,,,,,,,,,,,
1158,National League,1914,5,,Fewest Home Runs Allowed,26,St. Louis,,,,,,,,,,,,,,,,,
1159,National League,1914,6,,Fewest Walks Allowed,367,New York,,,,,,,,,,,,,,,,,
1160,National League,1914,7,,Saves,15,Cincinnati,,,,,,,,,,,,,,,,,
1161,National League,1914,8,,Shutouts,20,New York,,,,,,,,,,,,,,,,,
1162,National League,1915,1,,Complete Games,98,Philadelphia,,,,,,,,,,,,,,,,,
1163,National League,1915,2,,ERA,2.17,Philadelphia,,,,,,,,,,,,,,,,,
1164,National League,1915,3,,Fewest Hits Allowed,"1,161",Philadelphia,,,,,,,,,,,,,,,,,
1165,National League,1915,4,,Fewest Home Runs Allowed,21,Pittsburgh,,,,,,,,,,,,,,,,,
1166,National League,1915,5,,Fewest Walks Allowed,325,New York,,,,,,,,,,,,,,,,,
1167,National League,1915,6,,Saves,13,Boston,,,,,,,,,,,,,,,,,
1168,National League,1915,7,,Shutouts,20,Philadelphia,,,,,,,,,,,,,,,,,
1169,National League,1916,1,,Complete Games,97,Boston,,,,,,,,,,,,,,,,,
1170,National League,1916,2,,Complete Games,97,Philadelphia,,,,,,,,,,,,,,,,,
1171,National League,1916,3,,ERA,2.12,Brooklyn,,,,,,,,,,,,,,,,,
1172,National League,1916,4,,Fewest Hits Allowed,"1,201",Brooklyn,,,,,,,,,,,,,,,,,
1173,National League,1916,5,,Fewest Home Runs Allowed,24,Boston,,,,,,,,,,,,,,,,,
1174,National League,1916,6,,Fewest Home Runs Allowed,24,Brooklyn,,,,,,,,,,,,,,,,,
1175,National League,1916,7,,Fewest Home Runs Allowed,24,Pittsburgh,,,,,,,,,,,,,,,,,
1176,National League,1916,8,,Fewest Walks Allowed,295,Philadelphia,,,,,,,,,,,,,,,,,
1177,National League,1916,9,,Saves,15,St. Louis,,,,,,,,,,,,,,,,,
1178,National League,1916,10,,Shutouts,25,Philadelphia,,,,,,,,,,,,,,,,,
1179,National League,1917,1,,Complete Games,103,Boston,,,,,,,,,,,,,,,,,
1180,National League,1917,2,,ERA,2.27,New York,,,,,,,,,,,,,,,,,
1181,National League,1917,3,,Fewest Hits Allowed,"1,221",New York,,,,,,,,,,,,,,,,,
1182,National League,1917,4,,Fewest Home Runs Allowed,14,Pittsburgh,,,,,,,,,,,,,,,,,
1183,National League,1917,5,,Fewest Walks Allowed,325,Philadelphia,,,,,,,,,,,,,,,,,
1184,National League,1917,6,,Saves,14,New York,,,,,,,,,,,,,,,,,
1185,National League,1917,7,,Shutouts,22,Philadelphia,,,,,,,,,,,,,,,,,
1186,National League,1918,1,,Complete Games,96,Boston,,,,,,,,,,,,,,,,,
1187,National League,1918,2,,ERA,2.18,Chicago,,,,,,,,,,,,,,,,,
1188,National League,1918,3,,Fewest Hits Allowed,"1,002",New York,,,,,,,,,,,,,,,,,
1189,National League,1918,4,,Fewest Home Runs Allowed,13,Chicago,,,,,,,,,,,,,,,,,
1190,National League,1918,5,,Fewest Home Runs Allowed,13,Pittsburgh,,,,,,,,,,,,,,,,,
1191,National League,1918,6,,Fewest Walks Allowed,228,New York,,,,,,,,,,,,,,,,,
1192,National League,1918,7,,Saves,11,New York,,,,,,,,,,,,,,,,,
1193,National League,1918,8,,Shutouts,23,Chicago,,,,,,,,,,,,,,,,,
1194,National League,1919,1,,Complete Games,98,Brooklyn,,,,,,,,,,,,,,,,,
1195,National League,1919,2,,ERA,2.21,Chicago,,,,,,,,,,,,,,,,,
1196,National League,1919,3,,Fewest Hits Allowed,"1,104",Cincinnati,,,,,,,,,,,,,,,,,
1197,National League,1919,4,,Fewest Home Runs Allowed,14,Chicago,,,,,,,,,,,,,,,,,
1198,National League,1919,5,,Fewest Walks Allowed,263,Pittsburgh,,,,,,,,,,,,,,,,,
1199,National League,1919,6,,Saves,13,New York,,,,,,,,,,,,,,,,,
1200,National League,1919,7,,Shutouts,23,Cincinnati,,,,,,,,,,,,,,,,,
1201,National League,1920,1,,Complete Games,95,Chicago,,,,,,,,,,,,,,,,,
1202,National League,1920,2,,ERA,2.62,Brooklyn,,,,,,,,,,,,,,,,,
1203,National League,1920,3,,Fewest Hits Allowed,"1,327",Cincinnati,,,,,,,,,,,,,,,,,
1204,National League,1920,4,,Fewest Home Runs Allowed,25,Brooklyn,,,,,,,,,,,,,,,,,
1205,National League,1920,5,,Fewest Home Runs Allowed,25,Pittsburgh,,,,,,,,,,,,,,,,,
1206,National League,1920,6,,Fewest Walks Allowed,280,Pittsburgh,,,,,,,,,,,,,,,,,
1207,National League,1920,7,,Saves,12,St. Louis,,,,,,,,,,,,,,,,,
1208,National League,1920,8,,Shutouts,18,New York,,,,,,,,,,,,,,,,,
1209,National League,1921,1,,Complete Games,88,Pittsburgh,,,,,,,,,,,,,,,,,
1210,National League,1921,2,,ERA,3.17,Pittsburgh,,,,,,,,,,,,,,,,,
1211,National League,1921,3,,Fewest Hits Allowed,"1,448",Pittsburgh,,,,,,,,,,,,,,,,,
1212,National League,1921,4,,Fewest Home Runs Allowed,37,Pittsburgh,,,,,,,,,,,,,,,,,
1213,National League,1921,5,,Fewest Walks Allowed,295,New York,,,,,,,,,,,,,,,,,
1214,National League,1921,6,,Saves,18,New York,,,,,,,,,,,,,,,,,
1215,National League,1921,7,,Shutouts,11,Boston,,,,,,,,,,,,,,,,,
1216,National League,1922,1,,Complete Games,88,Cincinnati,,,,,,,,,,,,,,,,,
1217,National League,1922,2,,Complete Games,88,Pittsburgh,,,,,,,,,,,,,,,,,
1218,National League,1922,3,,ERA,3.45,New York,,,,,,,,,,,,,,,,,
1219,National League,1922,4,,Fewest Hits Allowed,"1,454",New York,,,,,,,,,,,,,,,,,
1220,National League,1922,5,,Fewest Home Runs Allowed,49,Cincinnati,,,,,,,,,,,,,,,,,
1221,National League,1922,6,,Fewest Walks Allowed,326,Cincinnati,,,,,,,,,,,,,,,,,
1222,National League,1922,7,,Saves,15,New York,,,,,,,,,,,,,,,,,
1223,National League,1922,8,,Shutouts,15,Pittsburgh,,,,,,,,,,,,,,,,,
1224,National League,1923,1,,Complete Games,94,Brooklyn,,,,,,,,,,,,,,,,,
1225,National League,1923,2,,ERA,3.22,Cincinnati,,,,,,,,,,,,,,,,,
1226,National League,1923,3,,Fewest Hits Allowed,"1,419",Chicago,,,,,,,,,,,,,,,,,
1227,National League,1923,4,,Fewest Home Runs Allowed,28,Cincinnati,,,,,,,,,,,,,,,,,
1228,National League,1923,5,,Fewest Walks Allowed,359,Cincinnati,,,,,,,,,,,,,,,,,
1229,National League,1923,6,,Saves,18,New York,,,,,,,,,,,,,,,,,
1230,National League,1923,7,,Shutouts,13,Boston,,,,,,,,,,,,,,,,,
1231,National League,1924,1,,Complete Games,97,Brooklyn,,,,,,,,,,,,,,,,,
1232,National League,1924,2,,ERA,3.12,Cincinnati,,,,,,,,,,,,,,,,,
1233,National League,1924,3,,Fewest Hits Allowed,"1,387",Pittsburgh,,,,,,,,,,,,,,,,,
1234,National League,1924,4,,Fewest Home Runs Allowed,30,Cincinnati,,,,,,,,,,,,,,,,,
1235,National League,1924,5,,Fewest Walks Allowed,293,Cincinnati,,,,,,,,,,,,,,,,,
1236,National League,1924,6,,Saves,21,New York,,,,,,,,,,,,,,,,,
1237,National League,1925,1,,Complete Games,92,Cincinnati,,,,,,,,,,,,,,,,,
1238,National League,1925,2,,ERA,3.39,Cincinnati,,,,,,,,,,,,,,,,,
1239,National League,1925,3,,Fewest Hits Allowed,"1,447",Cincinnati,,,,,,,,,,,,,,,,,
1240,National League,1925,4,,Fewest Home Runs Allowed,35,Cincinnati,,,,,,,,,,,,,,,,,
1241,National League,1925,5,,Fewest Walks Allowed,324,Cincinnati,,,,,,,,,,,,,,,,,
1242,National League,1925,6,,Saves,13,Pittsburgh,,,,,,,,,,,,,,,,,
1243,National League,1925,7,,Shutouts,11,Cincinnati,,,,,,,,,,,,,,,,,
1244,National League,1926,1,,Complete Games,90,St. Louis,,,,,,,,,,,,,,,,,
1245,National League,1926,2,,ERA,3.26,Chicago,,,,,,,,,,,,,,,,,
1246,National League,1926,3,,Fewest Hits Allowed,"1,370",New York,,,,,,,,,,,,,,,,,
1247,National League,1926,4,,Fewest Home Runs Allowed,39,Chicago,,,,,,,,,,,,,,,,,
1248,National League,1926,5,,Fewest Walks Allowed,324,Cincinnati,,,,,,,,,,,,,,,,,
1249,National League,1926,6,,Saves,18,Pittsburgh,,,,,,,,,,,,,,,,,
1250,National League,1926,7,,Shutouts,14,Cincinnati,,,,,,,,,,,,,,,,,
1251,National League,1927,1,,Complete Games,90,Pittsburgh,,,,,,,,,,,,,,,,,
1252,National League,1927,2,,ERA,3.36,Brooklyn,,,,,,,,,,,,,,,,,
1253,National League,1927,3,,Fewest Hits Allowed,"1,382",Brooklyn,,,,,,,,,,,,,,,,,
1254,National League,1927,4,,Fewest Home Runs Allowed,36,Cincinnati,,,,,,,,,,,,,,,,,
1255,National League,1927,5,,Fewest Walks Allowed,316,Cincinnati,,,,,,,,,,,,,,,,,
1256,National League,1927,6,,Saves,16,New York,,,,,,,,,,,,,,,,,
1257,National League,1928,1,,Complete Games,83,St. Louis,,,,,,,,,,,,,,,,,
1258,National League,1928,2,,ERA,3.25,Brooklyn,,,,,,,,,,,,,,,,,
1259,National League,1928,3,,Fewest Hits Allowed,"1,378",Brooklyn,,,,,,,,,,,,,,,,,
1260,National League,1928,4,,Fewest Home Runs Allowed,56,Chicago,,,,,,,,,,,,,,,,,
1261,National League,1928,5,,Fewest Walks Allowed,399,St. Louis,,,,,,,,,,,,,,,,,
1262,National League,1928,6,,Saves,21,St. Louis,,,,,,,,,,,,,,,,,
1263,National League,1928,7,,Shutouts,16,Brooklyn,,,,,,,,,,,,,,,,,
1264,National League,1929,1,,Complete Games,83,St. Louis,,,,,,,,,,,,,,,,,
1265,National League,1929,2,,ERA,3.97,New York,,,,,,,,,,,,,,,,,
1266,National League,1929,3,,Fewest Hits Allowed,"1,530",Pittsburgh,,,,,,,,,,,,,,,,,
1267,National League,1929,4,,Fewest Home Runs Allowed,61,Cincinnati,,,,,,,,,,,,,,,,,
1268,National League,1929,5,,Fewest Walks Allowed,387,New York,,,,,,,,,,,,,,,,,
1269,National League,1929,6,,Saves,24,Philadelphia,,,,,,,,,,,,,,,,,
1270,National League,1929,7,,Shutouts,14,Chicago,,,,,,,,,,,,,,,,,
1271,National League,1930,1,,Complete Games,90,New York,,,,,,,,,,,,,,,,,
1272,National League,1930,2,,ERA,3.31,New York,,,,,,,,,,,,,,,,,
1273,National League,1930,3,,Fewest Hits Allowed,"1,341",New York,,,,,,,,,,,,,,,,,
1274,National League,1930,4,,Fewest Home Runs Allowed,51,Cincinnati,,,,,,,,,,,,,,,,,
1275,National League,1930,5,,Fewest Walks Allowed,351,Brooklyn,,,,,,,,,,,,,,,,,
1276,National League,1930,6,,Saves,20,St. Louis,,,,,,,,,,,,,,,,,
1277,National League,1930,7,,Shutouts,17,New York,,,,,,,,,,,,,,,,,
1278,National League,1931,1,,Complete Games,80,Pittsburgh,,,,,,,,,,,,,,,,,
1279,National League,1931,2,,ERA,4.03,Brooklyn,,,,,,,,,,,,,,,,,
1280,National League,1931,3,,Fewest Hits Allowed,"1,480",Brooklyn,,,,,,,,,,,,,,,,,
1281,National League,1931,4,,Fewest Home Runs Allowed,75,Cincinnati,,,,,,,,,,,,,,,,,
1282,National League,1931,5,,Fewest Walks Allowed,394,Brooklyn,,,,,,,,,,,,,,,,,
1283,National League,1931,6,,Fewest Walks Allowed,394,Cincinnati,,,,,,,,,,,,,,,,,
1284,National League,1931,7,,Saves,21,St. Louis,,,,,,,,,,,,,,,,,
1285,National League,1931,8,,Shutouts,13,Brooklyn,,,,,,,,,,,,,,,,,
1286,National League,1932,1,,Complete Games,83,Cincinnati,,,,,,,,,,,,,,,,,
1287,National League,1932,2,,ERA,3.45,Chicago,,,,,,,,,,,,,,,,,
1288,National League,1932,3,,Fewest Hits Allowed,"1,444",Chicago,,,,,,,,,,,,,,,,,
1289,National League,1932,4,,Fewest Home Runs Allowed,61,Boston,,,,,,,,,,,,,,,,,
1290,National League,1932,5,,Fewest Walks Allowed,276,Cincinnati,,,,,,,,,,,,,,,,,
1291,National League,1932,6,,Saves,17,Philadelphia,,,,,,,,,,,,,,,,,
1292,National League,1932,7,,Shutouts,13,St. Louis,,,,,,,,,,,,,,,,,
1293,National League,1932,8,,Strikeouts,681,St. Louis,,,,,,,,,,,,,,,,,
1294,National League,1933,1,,Complete Games,95,Chicago,,,,,,,,,,,,,,,,,
1295,National League,1933,2,,ERA,2.71,New York,,,,,,,,,,,,,,,,,
1296,National League,1933,3,,Fewest Hits Allowed,"1,280",New York,,,,,,,,,,,,,,,,,
1297,National League,1933,4,,Fewest Home Runs Allowed,47,Cincinnati,,,,,,,,,,,,,,,,,
1298,National League,1933,5,,Fewest Walks Allowed,257,Cincinnati,,,,,,,,,,,,,,,,,
1299,National League,1933,6,,Saves,16,Boston,,,,,,,,,,,,,,,,,
1300,National League,1933,7,,Saves,16,St. Louis,,,,,,,,,,,,,,,,,
1301,National League,1933,8,,Shutouts,23,New York,,,,,,,,,,,,,,,,,
1302,National League,1934,1,,Complete Games,78,St. Louis,,,,,,,,,,,,,,,,,
1303,National League,1934,2,,ERA,3.19,New York,,,,,,,,,,,,,,,,,
1304,National League,1934,3,,Fewest Hits Allowed,"1,384",New York,,,,,,,,,,,,,,,,,
1305,National League,1934,4,,Fewest Home Runs Allowed,61,Cincinnati,,,,,,,,,,,,,,,,,
1306,National League,1934,5,,Fewest Walks Allowed,351,New York,,,,,,,,,,,,,,,,,
1307,National League,1934,6,,Saves,30,New York,,,,,,,,,,,,,,,,,
1308,National League,1934,7,,Shutouts,15,St. Louis,,,,,,,,,,,,,,,,,
1309,National League,1935,1,,Complete Games,81,Chicago,,,,,,,,,,,,,,,,,
1310,National League,1935,2,,ERA,3.26,Chicago,,,,,,,,,,,,,,,,,
1311,National League,1935,3,,Fewest Hits Allowed,"1,417",Chicago,,,,,,,,,,,,,,,,,
1312,National League,1935,4,,Fewest Home Runs Allowed,63,Pittsburgh,,,,,,,,,,,,,,,,,
1313,National League,1935,5,,Fewest Walks Allowed,312,Pittsburgh,,,,,,,,,,,,,,,,,
1314,National League,1935,6,,Saves,20,Brooklyn,,,,,,,,,,,,,,,,,
1315,National League,1936,1,,Complete Games,77,Chicago,,,,,,,,,,,,,,,,,
1316,National League,1936,2,,ERA,3.46,New York,,,,,,,,,,,,,,,,,
1317,National League,1936,3,,Fewest Hits Allowed,"1,413",Chicago,,,,,,,,,,,,,,,,,
1318,National League,1936,4,,Fewest Home Runs Allowed,51,Cincinnati,,,,,,,,,,,,,,,,,
1319,National League,1936,5,,Fewest Walks Allowed,379,Pittsburgh,,,,,,,,,,,,,,,,,
1320,National League,1936,6,,Saves,24,St. Louis,,,,,,,,,,,,,,,,,
1321,National League,1936,7,,Shutouts,18,Chicago,,,,,,,,,,,,,,,,,
1322,National League,1936,8,,Strikeouts,651,Brooklyn,,,,,,,,,,,,,,,,,
1323,National League,1937,1,,Complete Games,85,Boston,,,,,,,,,,,,,,,,,
1324,National League,1937,2,,ERA,3.22,Boston,,,,,,,,,,,,,,,,,
1325,National League,1937,3,,Fewest Hits Allowed,"1,341",New York,,,,,,,,,,,,,,,,,
1326,National League,1937,4,,Fewest Home Runs Allowed,38,Cincinnati,,,,,,,,,,,,,,,,,
